genus|total_label|passport_label|label|group|group_order|signature|g0|r|dim|con|cc|braid|topological|jacobian_decomp|gen_vector|connected_genvec|hyperelliptic|hyp_involution|eqn|cyclic_trigonal|cinv|full_label|full_auto|signH
3|3.48-33.0.2-3-12.3.1|3.48-33.0.2-3-12.3|3.48-33.0.2-3-12|48.33|48|[0, 2, 3, 12]|0|3|0|[ "2B", "3A-1", "12A1" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 2, 7 ] ]|[ 16784997442416, 20849066001232, 11205545719097 ]|[ "cba^3", "b^-2cba^2", "ba" ]|False|NULL|NULL|True|20849066001232|NULL|NULL|NULL
3|3.48-33.0.2-3-12.4.1|3.48-33.0.2-3-12.4|3.48-33.0.2-3-12|48.33|48|[0, 2, 3, 12]|0|3|0|[ "2B", "3A-1", "12A-5" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 2, 7 ] ]|[ 16784997442416, 20118038998, 16805555389296 ]|[ "cba^3", "b^-2a^2", "b^-2cba" ]|False|NULL|NULL|True|20849066001232|NULL|NULL|NULL
3|3.96-64.0.2-3-8.1.1|3.96-64.0.2-3-8.1|3.96-64.0.2-3-8|96.64|96|[0, 2, 3, 8]|0|3|0|[ "2B", "3A", "8A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 3, 7 ] ]|[ 189626916, 43591107, 93401722 ]|[ "b^2a", "dc^-1b^2", "d^-1ba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.96-64.0.2-3-8.2.1|3.96-64.0.2-3-8.2|3.96-64.0.2-3-8|96.64|96|[0, 2, 3, 8]|0|3|0|[ "2B", "3A", "8A-1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 3, 7 ] ]|[ 189626916, 305138172, 113346401 ]|[ "b^2a", "d^-1cb^2", "dba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.168-42.0.2-3-7.1.1|3.168-42.0.2-3-7.1|3.168-42.0.2-3-7|168.42|168|[0, 2, 3, 7]|0|3|0|[ "2A", "3A", "7A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 3, 2 ] ]|[ 726, 1913, 4963 ]|NULL|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.168-42.0.2-3-7.2.1|3.168-42.0.2-3-7.2|3.168-42.0.2-3-7|168.42|168|[0, 2, 3, 7]|0|3|0|[ "2A", "3A", "7A-1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 3, 2 ] ]|[ 726, 3018, 1477 ]|NULL|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.4-1.0.4-4-4-4.1.1|3.4-1.0.4-4-4-4.1|3.4-1.0.4-4-4-4|4.1|4|[0, 4, 4, 4, 4]|0|4|1|[ "4A1", "4A1", "4A1", "4A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 3 ] ]|[ 9, 9, 9, 9 ]|[ "a", "a", "a", "a" ]|NULL|NULL|NULL|NULL|NULL|3.16-13.0.2-2-2-4|[16, 13]|[0, 2, 2, 2, 4]
3|3.4-1.0.4-4-4-4.3.1|3.4-1.0.4-4-4-4.3|3.4-1.0.4-4-4-4|4.1|4|[0, 4, 4, 4, 4]|0|4|1|[ "4A-1", "4A-1", "4A-1", "4A-1" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 3 ] ]|[ 18, 18, 18, 18 ]|[ "a^-1", "a^-1", "a^-1", "a^-1" ]|NULL|NULL|NULL|NULL|NULL|3.16-13.0.2-2-2-4|[16, 13]|[0, 2, 2, 2, 4]
3|3.6-2.0.2-2-6-6.1.1|3.6-2.0.2-2-6-6.1|3.6-2.0.2-2-6-6|6.2|6|[0, 2, 2, 6, 6]|0|4|1|[ "2A", "2A", "6A1", "6A-1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 4 ] ]|[ 450, 450, 153, 600 ]|[ "a^3", "a^3", "a^5", "a" ]|NULL|NULL|NULL|NULL|NULL|3.12-4.0.2-2-2-6|[12, 4]|[0, 2, 2, 2, 6]
3|3.7-1.0.7-7-7.1.1|3.7-1.0.7-7-7.1|3.7-1.0.7-7-7|7.1|7|[0, 7, 7, 7]|0|3|0|[ "7A-1", "7A-1", "7A-2" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 873, 873, 4200 ]|[ "a", "a", "a^5" ]|NULL|NULL|NULL|NULL|NULL|3.14-2.0.2-7-14|[14, 2]|[0, 2, 7, 14]
3|3.7-1.0.7-7-7.2.1|3.7-1.0.7-7-7.2|3.7-1.0.7-7-7|7.1|7|[0, 7, 7, 7]|0|3|0|[ "7A-1", "7A2", "7A-3" ]|[2, 1]|[ 2, 1 ]|[ 2, 1 ]|[ [ 3, 1, 2 ] ]|[ 873, 1744, 3456 ]|[ "a", "a^2", "a^4" ]|NULL|NULL|NULL|NULL|NULL|3.168-42.0.2-3-7|[168, 42]|[0, 2, 3, 7]
3|3.7-1.0.7-7-7.3.1|3.7-1.0.7-7-7.3|3.7-1.0.7-7-7|7.1|7|[0, 7, 7, 7]|0|3|0|[ "7A-1", "7A3", "7A3" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 873, 2610, 2610 ]|[ "a", "a^3", "a^3" ]|NULL|NULL|NULL|NULL|NULL|3.14-2.0.2-7-14|[14, 2]|[0, 2, 7, 14]
3|3.7-1.0.7-7-7.4.1|3.7-1.0.7-7-7.4|3.7-1.0.7-7-7|7.1|7|[0, 7, 7, 7]|0|3|0|[ "7A2", "7A1", "7A1" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 1744, 4320, 4320 ]|[ "a^2", "a^6", "a^6" ]|NULL|NULL|NULL|NULL|NULL|3.14-2.0.2-7-14|[14, 2]|[0, 2, 7, 14]
3|3.7-1.0.7-7-7.5.1|3.7-1.0.7-7-7.5|3.7-1.0.7-7-7|7.1|7|[0, 7, 7, 7]|0|3|0|[ "7A2", "7A2", "7A3" ]|[5, 1]|[ 5, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 1744, 1744, 2610 ]|[ "a^2", "a^2", "a^3" ]|NULL|NULL|NULL|NULL|NULL|3.14-2.0.2-7-14|[14, 2]|[0, 2, 7, 14]
3|3.7-1.0.7-7-7.6.1|3.7-1.0.7-7-7.6|3.7-1.0.7-7-7|7.1|7|[0, 7, 7, 7]|0|3|0|[ "7A3", "7A-2", "7A1" ]|[6, 1]|[ 6, 1 ]|[ 2, 1 ]|[ [ 3, 1, 2 ] ]|[ 2610, 4200, 4320 ]|[ "a^3", "a^5", "a^6" ]|NULL|NULL|NULL|NULL|NULL|3.168-42.0.2-3-7|[168, 42]|[0, 2, 3, 7]
3|3.7-1.0.7-7-7.7.1|3.7-1.0.7-7-7.7|3.7-1.0.7-7-7|7.1|7|[0, 7, 7, 7]|0|3|0|[ "7A-3", "7A-2", "7A-2" ]|[7, 1]|[ 7, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 3456, 4200, 4200 ]|[ "a^4", "a^5", "a^5" ]|NULL|NULL|NULL|NULL|NULL|3.14-2.0.2-7-14|[14, 2]|[0, 2, 7, 14]
3|3.7-1.0.7-7-7.8.1|3.7-1.0.7-7-7.8|3.7-1.0.7-7-7|7.1|7|[0, 7, 7, 7]|0|3|0|[ "7A-3", "7A-3", "7A1" ]|[8, 1]|[ 8, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 3456, 3456, 4320 ]|[ "a^4", "a^4", "a^6" ]|NULL|NULL|NULL|NULL|NULL|3.14-2.0.2-7-14|[14, 2]|[0, 2, 7, 14]
3|3.8-1.0.4-8-8.1.1|3.8-1.0.4-8-8.1|3.8-1.0.4-8-8|8.1|8|[0, 4, 8, 8]|0|3|0|[ "4A1", "8A1", "8A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 3 ] ]|[ 11824, 17730, 17730 ]|[ "a^2", "a^3", "a^3" ]|NULL|NULL|NULL|NULL|NULL|3.32-9.0.2-4-8|[32, 9]|[0, 2, 4, 8]
3|3.8-1.0.4-8-8.2.1|3.8-1.0.4-8-8.2|3.8-1.0.4-8-8|8.1|8|[0, 4, 8, 8]|0|3|0|[ "4A1", "8A3", "8A-1" ]|[2, 1]|[ 2, 1 ]|[ 2, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 3 ] ]|[ 11824, 5913, 29400 ]|[ "a^2", "a", "a^-3" ]|NULL|NULL|NULL|NULL|NULL|3.32-11.0.2-4-8|[32, 11]|[0, 2, 4, 8]
3|3.8-1.0.4-8-8.3.1|3.8-1.0.4-8-8.3|3.8-1.0.4-8-8|8.1|8|[0, 4, 8, 8]|0|3|0|[ "4A1", "8A-3", "8A-3" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 3 ] ]|[ 11824, 35280, 35280 ]|[ "a^2", "a^-1", "a^-1" ]|NULL|NULL|NULL|NULL|NULL|3.32-9.0.2-4-8|[32, 9]|[0, 2, 4, 8]
3|3.8-1.0.4-8-8.4.1|3.8-1.0.4-8-8.4|3.8-1.0.4-8-8|8.1|8|[0, 4, 8, 8]|0|3|0|[ "4A-1", "8A1", "8A-3" ]|[4, 1]|[ 4, 1 ]|[ 2, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 3 ] ]|[ 34560, 17730, 35280 ]|[ "a^-2", "a^3", "a^-1" ]|NULL|NULL|NULL|NULL|NULL|3.32-11.0.2-4-8|[32, 11]|[0, 2, 4, 8]
3|3.8-1.0.4-8-8.5.1|3.8-1.0.4-8-8.5|3.8-1.0.4-8-8|8.1|8|[0, 4, 8, 8]|0|3|0|[ "4A-1", "8A-1", "8A-1" ]|[5, 1]|[ 5, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 3 ] ]|[ 34560, 29400, 29400 ]|[ "a^-2", "a^-3", "a^-3" ]|NULL|NULL|NULL|NULL|NULL|3.32-9.0.2-4-8|[32, 9]|[0, 2, 4, 8]
3|3.8-1.0.4-8-8.6.1|3.8-1.0.4-8-8.6|3.8-1.0.4-8-8|8.1|8|[0, 4, 8, 8]|0|3|0|[ "4A-1", "8A3", "8A3" ]|[6, 1]|[ 6, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 3 ] ]|[ 34560, 5913, 5913 ]|[ "a^-2", "a", "a" ]|NULL|NULL|NULL|NULL|NULL|3.32-9.0.2-4-8|[32, 9]|[0, 2, 4, 8]
3|3.8-2.0.2-2-4-4.5.1|3.8-2.0.2-2-4-4.5|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2B", "2B", "4A1", "4B-1" ]|[5, 1]|[ 5, 1 ]|[ 5, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 3 ] ]|[ 23616, 23616, 29161, 17706 ]|[ "a", "a", "ba", "b^-1a" ]|NULL|NULL|NULL|NULL|NULL|3.16-11.0.2-2-2-4|[16, 11]|[0, 2, 2, 2, 4]
3|3.8-2.0.2-2-4-4.6.1|3.8-2.0.2-2-4-4.6|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2B", "2B", "4A-1", "4B1" ]|[6, 1]|[ 6, 1 ]|[ 5, 1 ]|[ [ 2, 1, 3 ], [ 1, 1, 6 ] ]|[ 23616, 23616, 6425, 35385 ]|[ "a", "a", "b", "b^-1" ]|NULL|NULL|NULL|NULL|NULL|3.16-11.0.2-2-2-4|[16, 11]|[0, 2, 2, 2, 4]
3|3.8-2.0.2-2-4-4.7.1|3.8-2.0.2-2-4-4.7|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2B", "2C", "4A1", "4A1" ]|[7, 1]|[ 7, 1 ]|[ 7, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 4 ] ]|[ 23616, 32794, 29161, 29161 ]|[ "a", "b^-2a", "ba", "ba" ]|NULL|NULL|NULL|NULL|NULL|3.16-13.0.2-2-2-4|[16, 13]|[0, 2, 2, 2, 4]
3|3.8-2.0.2-2-4-4.8.1|3.8-2.0.2-2-4-4.8|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2B", "2C", "4A-1", "4A-1" ]|[8, 1]|[ 8, 1 ]|[ 7, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 4 ], [ 1, 1, 6 ] ]|[ 23616, 32794, 6425, 6425 ]|[ "a", "b^-2a", "b", "b" ]|NULL|NULL|NULL|NULL|NULL|3.16-13.0.2-2-2-4|[16, 13]|[0, 2, 2, 2, 4]
3|3.8-2.0.2-2-4-4.9.1|3.8-2.0.2-2-4-4.9|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2B", "2C", "4B1", "4B1" ]|[9, 1]|[ 9, 1 ]|[ 7, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 4 ], [ 1, 1, 6 ] ]|[ 23616, 32794, 35385, 35385 ]|[ "a", "b^-2a", "b^-1", "b^-1" ]|NULL|NULL|NULL|NULL|NULL|3.16-13.0.2-2-2-4|[16, 13]|[0, 2, 2, 2, 4]
3|3.8-2.0.2-2-4-4.10.1|3.8-2.0.2-2-4-4.10|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2B", "2C", "4B-1", "4B-1" ]|[10, 1]|[ 10, 1 ]|[ 7, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 4 ] ]|[ 23616, 32794, 17706, 17706 ]|[ "a", "b^-2a", "b^-1a", "b^-1a" ]|NULL|NULL|NULL|NULL|NULL|3.16-13.0.2-2-2-4|[16, 13]|[0, 2, 2, 2, 4]
3|3.8-2.0.2-2-4-4.11.1|3.8-2.0.2-2-4-4.11|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2C", "2C", "4A1", "4B-1" ]|[11, 1]|[ 11, 1 ]|[ 5, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 4 ] ]|[ 32794, 32794, 29161, 17706 ]|[ "b^-2a", "b^-2a", "ba", "b^-1a" ]|NULL|NULL|NULL|NULL|NULL|3.16-11.0.2-2-2-4|[16, 11]|[0, 2, 2, 2, 4]
3|3.8-2.0.2-2-4-4.12.1|3.8-2.0.2-2-4-4.12|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2C", "2C", "4A-1", "4B1" ]|[12, 1]|[ 12, 1 ]|[ 5, 1 ]|[ [ 2, 1, 4 ], [ 1, 1, 6 ] ]|[ 32794, 32794, 6425, 35385 ]|[ "b^-2a", "b^-2a", "b", "b^-1" ]|NULL|NULL|NULL|NULL|NULL|3.16-11.0.2-2-2-4|[16, 11]|[0, 2, 2, 2, 4]
3|3.8-3.0.2-2-4-4.1.1|3.8-3.0.2-2-4-4.1|3.8-3.0.2-2-4-4|8.3|8|[0, 2, 2, 4, 4]|0|4|1|[ "2B", "2B", "4A", "4A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 5 ] ]|[ 14, 5, 9, 9 ]|[ "b^-2a", "a", "b", "b" ]|NULL|NULL|NULL|NULL|NULL|3.16-11.0.2-2-2-4|[16, 11]|[0, 2, 2, 2, 4]
3|3.8-3.0.2-2-4-4.1.2|3.8-3.0.2-2-4-4.1|3.8-3.0.2-2-4-4|8.3|8|[0, 2, 2, 4, 4]|0|4|1|[ "2B", "2B", "4A", "4A" ]|[1, 2]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 5 ] ]|[ 14, 14, 9, 18 ]|[ "b^-2a", "b^-2a", "b", "b^-1" ]|NULL|NULL|NULL|NULL|NULL|3.16-11.0.2-2-2-4|[16, 11]|[0, 2, 2, 2, 4]
3|3.8-3.0.2-2-4-4.2.1|3.8-3.0.2-2-4-4.2|3.8-3.0.2-2-4-4|8.3|8|[0, 2, 2, 4, 4]|0|4|1|[ "2C", "2C", "4A", "4A" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 2, 5 ] ]|[ 23, 7, 9, 9 ]|[ "b^-1a", "ba", "b", "b" ]|NULL|NULL|NULL|NULL|NULL|3.16-11.0.2-2-2-4|[16, 11]|[0, 2, 2, 2, 4]
3|3.8-3.0.2-2-4-4.2.2|3.8-3.0.2-2-4-4.2|3.8-3.0.2-2-4-4|8.3|8|[0, 2, 2, 4, 4]|0|4|1|[ "2C", "2C", "4A", "4A" ]|[2, 2]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 2, 5 ] ]|[ 23, 23, 9, 18 ]|[ "b^-1a", "b^-1a", "b", "b^-1" ]|NULL|NULL|NULL|NULL|NULL|3.16-11.0.2-2-2-4|[16, 11]|[0, 2, 2, 2, 4]
3|3.12-1.0.4-4-6.1.1|3.12-1.0.4-4-6.1|3.12-1.0.4-4-6|12.1|12|[0, 4, 4, 6]|0|3|0|[ "4A1", "4A1", "6A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 2, 1, 5 ] ]|[ 61479010, 368704995, 435456000 ]|[ "a^-1", "ba^-1", "b^2a^-2" ]|NULL|NULL|NULL|NULL|NULL|3.24-5.0.2-4-12|[24, 5]|[0, 2, 4, 12]
3|3.12-1.0.4-4-6.2.1|3.12-1.0.4-4-6.2|3.12-1.0.4-4-6|12.1|12|[0, 4, 4, 6]|0|3|0|[ "4A-1", "4A-1", "6A" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 2, 1, 5 ] ]|[ 281164389, 145713396, 435456000 ]|[ "a", "ba", "b^2a^-2" ]|NULL|NULL|NULL|NULL|NULL|3.24-5.0.2-4-12|[24, 5]|[0, 2, 4, 12]
3|3.12-2.0.2-12-12.1.1|3.12-2.0.2-12-12.1|3.12-2.0.2-12-12|12.2|12|[0, 2, 12, 12]|0|3|0|[ "2A", "12A-1", "12A-5" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 6 ] ]|[ 263727360, 307676880, 439084800 ]|[ "a^6", "a^5", "a" ]|NULL|NULL|NULL|NULL|NULL|3.24-5.0.2-4-12|[24, 5]|[0, 2, 4, 12]
3|3.12-2.0.2-12-12.2.1|3.12-2.0.2-12-12.2|3.12-2.0.2-12-12|12.2|12|[0, 2, 12, 12]|0|3|0|[ "2A", "12A5", "12A1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 6 ] ]|[ 263727360, 43954713, 219773400 ]|[ "a^6", "a^11", "a^7" ]|NULL|NULL|NULL|NULL|NULL|3.24-5.0.2-4-12|[24, 5]|[0, 2, 4, 12]
3|3.12-3.0.2-2-3-3.1.1|3.12-3.0.2-2-3-3.1|3.12-3.0.2-2-3-3|12.3|12|[0, 2, 2, 3, 3]|0|4|1|[ "2A", "2A", "3A-1", "3A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 3, 4 ] ]|[ 7, 23, 8, 3 ]|[ "c", "b", "ca^2", "a" ]|NULL|NULL|NULL|NULL|NULL|3.24-12.0.2-2-2-3|[24, 12]|[0, 2, 2, 2, 3]
3|3.12-3.0.2-2-3-3.1.2|3.12-3.0.2-2-3-3.1|3.12-3.0.2-2-3-3|12.3|12|[0, 2, 2, 3, 3]|0|4|1|[ "2A", "2A", "3A-1", "3A1" ]|[1, 2]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 3, 4 ] ]|[ 7, 7, 8, 12 ]|[ "c", "c", "ca^2", "cba" ]|NULL|NULL|NULL|NULL|NULL|3.24-12.0.2-2-2-3|[24, 12]|[0, 2, 2, 2, 3]
3|3.12-3.0.2-2-3-3.1.3|3.12-3.0.2-2-3-3.1|3.12-3.0.2-2-3-3|12.3|12|[0, 2, 2, 3, 3]|0|4|1|[ "2A", "2A", "3A-1", "3A1" ]|[1, 3]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 3, 4 ] ]|[ 7, 16, 8, 11 ]|[ "c", "cb", "ca^2", "ca" ]|NULL|NULL|NULL|NULL|NULL|3.24-12.0.2-2-2-3|[24, 12]|[0, 2, 2, 2, 3]
3|3.16-2.0.4-4-4.1.1|3.16-2.0.4-4-4.1|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4A1", "4D-1", "4D1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 5 ], [ 1, 1, 8 ] ]|[ 4111269103432, 12520535691000, 9723556684207 ]|[ "ba^-1", "b^-2a^-1", "ba^-2" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
3|3.16-2.0.4-4-4.2.1|3.16-2.0.4-4-4.2|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4A-1", "4B1", "4A1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 7 ], [ 1, 1, 8 ], [ 1, 1, 10 ] ]|[ 14015848089616, 16784957162743, 4111269103432 ]|[ "b^-1", "a", "ba^-1" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
3|3.16-2.0.4-4-4.3.1|3.16-2.0.4-4-4.3|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4A-1", "4C-1", "4F-1" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 10 ] ]|[ 14015848089616, 18086444784696, 2809781481479 ]|[ "b^-1", "a^-1", "ba" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
3|3.16-2.0.4-4-4.4.1|3.16-2.0.4-4-4.4|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4A-1", "4E-1", "4D-1" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 7 ], [ 1, 1, 8 ] ]|[ 14015848089616, 19534167492071, 12520535691000 ]|[ "b^-1", "b^-1a", "b^-2a^-1" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
3|3.16-2.0.4-4-4.5.1|3.16-2.0.4-4-4.5|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4A-1", "4F1", "4E1" ]|[5, 1]|[ 5, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 6 ], [ 1, 1, 7 ] ]|[ 14015848089616, 20835655114024, 11219048069047 ]|[ "b^-1", "b^-1a^-1", "b^-2a" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
3|3.16-2.0.4-4-4.6.1|3.16-2.0.4-4-4.6|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4B1", "4E-1", "4D1" ]|[6, 1]|[ 6, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 1, 8 ], [ 1, 1, 10 ] ]|[ 16784957162743, 19534167492071, 9723556684207 ]|[ "a", "b^-1a", "ba^-2" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
3|3.16-2.0.4-4-4.7.1|3.16-2.0.4-4-4.7|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4B1", "4F-1", "4C1" ]|[7, 1]|[ 7, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 10 ] ]|[ 16784957162743, 2809781481479, 15329789763263 ]|[ "a", "ba", "b^-1a^-2" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
3|3.16-2.0.4-4-4.8.1|3.16-2.0.4-4-4.8|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4B-1", "4A1", "4E1" ]|[8, 1]|[ 8, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 7 ], [ 1, 1, 8 ] ]|[ 8409615010560, 4111269103432, 11219048069047 ]|[ "b", "ba^-1", "b^-2a" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
3|3.16-2.0.4-4-4.9.1|3.16-2.0.4-4-4.9|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4B-1", "4B1", "4F1" ]|[9, 1]|[ 9, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 10 ] ]|[ 8409615010560, 16784957162743, 20835655114024 ]|[ "b", "a", "b^-1a^-1" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
3|3.16-2.0.4-4-4.10.1|3.16-2.0.4-4-4.10|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4B-1", "4C-1", "4E-1" ]|[10, 1]|[ 10, 1 ]|[ 1, 1 ]|[ [ 1, 1, 7 ], [ 1, 1, 8 ], [ 1, 1, 10 ] ]|[ 8409615010560, 18086444784696, 19534167492071 ]|[ "b", "a^-1", "b^-1a" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
3|3.16-2.0.4-4-4.11.1|3.16-2.0.4-4-4.11|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4B-1", "4F-1", "4D-1" ]|[11, 1]|[ 11, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 6 ], [ 1, 1, 7 ] ]|[ 8409615010560, 2809781481479, 12520535691000 ]|[ "b", "ba", "b^-2a^-1" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
3|3.16-2.0.4-4-4.12.1|3.16-2.0.4-4-4.12|3.16-2.0.4-4-4|16.2|16|[0, 4, 4, 4]|0|3|0|[ "4C-1", "4A1", "4C1" ]|[12, 1]|[ 12, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 1, 8 ], [ 1, 1, 10 ] ]|[ 18086444784696, 4111269103432, 15329789763263 ]|[ "a^-1", "ba^-1", "b^-1a^-2" ]|NULL|NULL|NULL|NULL|NULL|3.96-64.0.2-3-8|[96, 64]|[0, 2, 3, 8]
