genus|total_label|passport_label|label|group|group_order|signature|g0|r|dim|con|cc|braid|topological|jacobian_decomp|genvec|connected_genvec|trans_group|min_deg|hyperelliptic|hyp_involution|eqn|cyclic_trigonal|cinv|full_label|full_auto|signH
smallint|text|text|text|text|integer|integer[]|smallint|smallint|smallint|text[]|integer[]|integer[]|integer[]|jsonb|numeric[]|text[]|text|integer|boolean|numeric|text[]|boolean|numeric|text|text|integer[]

5|5.12-1.1.3.1.13|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 13}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 233581629, 368704995, 175818816 }|{ "a^-1b^2", "a^-1b", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.14|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 14}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 233581629, 435456000, 175818816 }|{ "a^-1b^2", "a^-2b^2", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.15|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 15}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 233581629, 145713396, 175818816 }|{ "a^-1b^2", "ab", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.16|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 16}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 233581629, 175818816, 175818816 }|{ "a^-1b^2", "b^2", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.17|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 17}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 87909424, 281164389, 175818816 }|{ "a^-2b", "a", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.18|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 18}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 87909424, 61479010, 175818816 }|{ "a^-2b", "a^-1", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.19|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 19}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 87909424, 368704995, 175818816 }|{ "a^-2b", "a^-1b", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.20|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 20}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 87909424, 233581629, 175818816 }|{ "a^-2b", "a^-1b^2", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.21|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 21}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 87909424, 145713396, 175818816 }|{ "a^-2b", "ab", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.22|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 22}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 87909424, 456609226, 175818816 }|{ "a^-2b", "ab^2", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.23|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 23}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 145713396, 281164389, 175818816 }|{ "ab", "a", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.24|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 24}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 145713396, 61479010, 175818816 }|{ "ab", "a^-1", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.25|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 25}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 145713396, 435456000, 175818816 }|{ "ab", "a^-2b^2", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.26|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 26}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 145713396, 175818816, 175818816 }|{ "ab", "b^2", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.27|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 27}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 456609226, 368704995, 175818816 }|{ "ab^2", "a^-1b", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.28|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 28}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 456609226, 435456000, 175818816 }|{ "ab^2", "a^-2b^2", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.29|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 29}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 456609226, 145713396, 175818816 }|{ "ab^2", "ab", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.30|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 30}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 456609226, 175818816, 175818816 }|{ "ab^2", "b^2", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.31|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 31}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 351590400, 281164389, 175818816 }|{ "b", "a", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.32|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 32}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 351590400, 61479010, 175818816 }|{ "b", "a^-1", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.33|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 33}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 351590400, 368704995, 175818816 }|{ "b", "a^-1b", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.34|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 34}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 351590400, 233581629, 175818816 }|{ "b", "a^-1b^2", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.35|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 35}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 351590400, 145713396, 175818816 }|{ "b", "ab", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-1.1.3.1.36|5.12-1.1.3.1|5.12-1.1.3|12.1|12|{1, 3}|1|1|1|{ "3A" }|{1, 36}|NULL|NULL|[ [ 1, 1, 1 ], [ 2, 1, 5 ], [ 1, 2, 6 ] ]|{ 351590400, 456609226, 175818816 }|{ "b", "ab^2", "b^2" }|12T5|12|NULL|NULL|NULL|NULL|NULL|5.24-8.0.2-2-2-6|24.8|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.1|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 1}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 415, 269, 304 }|{ "a", "ab^5", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.2|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 2}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 415, 600, 304 }|{ "a", "b^5", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.3|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 3}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 566, 415, 304 }|{ "ab", "a", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.4|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 4}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 566, 600, 304 }|{ "ab", "b^5", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.5|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 5}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 719, 566, 304 }|{ "ab^2", "ab", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.6|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 6}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 719, 600, 304 }|{ "ab^2", "b^5", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.7|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 7}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 119, 719, 304 }|{ "ab^3", "ab^2", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.8|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 8}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 119, 600, 304 }|{ "ab^3", "b^5", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.9|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 9}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 143, 119, 304 }|{ "ab^4", "ab^3", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.10|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 10}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 143, 600, 304 }|{ "ab^4", "b^5", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.11|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 11}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 269, 143, 304 }|{ "ab^5", "ab^4", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.12|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 12}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 269, 600, 304 }|{ "ab^5", "b^5", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.13|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 13}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 153, 415, 304 }|{ "b", "a", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.14|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 14}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 153, 566, 304 }|{ "b", "ab", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.15|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 15}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 153, 719, 304 }|{ "b", "ab^2", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.16|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 16}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 153, 119, 304 }|{ "b", "ab^3", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.17|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 17}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 153, 143, 304 }|{ "b", "ab^4", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.12-4.1.3.1.18|5.12-4.1.3.1|5.12-4.1.3|12.4|12|{1, 3}|1|1|1|{ "3A" }|{1, 18}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 5 ], [ 1, 2, 6 ] ]|{ 153, 269, 304 }|{ "b", "ab^5", "b^2" }|6T3|6|NULL|NULL|NULL|NULL|NULL|5.24-14.0.2-2-2-6|24.14|{0, 2, 2, 2, 6}
5|5.16-3.1.2.1.1|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 1}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 3109, 15574, 23616 }|{ "a", "abc", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.2|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 2}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 3109, 26937, 23616 }|{ "a", "abc^-1", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.3|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 3}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 3109, 9258, 23616 }|{ "a", "ac", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.4|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 4}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 3109, 38310, 23616 }|{ "a", "ac^-1", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.5|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 5}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 3109, 17706, 23616 }|{ "a", "bc", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.6|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 6}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 3109, 29161, 23616 }|{ "a", "bc^-1", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.7|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 7}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 3109, 6425, 23616 }|{ "a", "c", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.8|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 8}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 3109, 35385, 23616 }|{ "a", "c^-1", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.9|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 9}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 35152, 15574, 23616 }|{ "ab", "abc", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.10|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 10}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 35152, 26937, 23616 }|{ "ab", "abc^-1", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.11|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 11}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 35152, 9258, 23616 }|{ "ab", "ac", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.12|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 12}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 35152, 38310, 23616 }|{ "ab", "ac^-1", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.13|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 13}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 35152, 17706, 23616 }|{ "ab", "bc", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.14|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 14}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 35152, 29161, 23616 }|{ "ab", "bc^-1", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.15|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 15}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 35152, 6425, 23616 }|{ "ab", "c", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.16|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 16}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 35152, 35385, 23616 }|{ "ab", "c^-1", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.17|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 17}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 15574, 3109, 23616 }|{ "abc", "a", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.18|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 18}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 15574, 35152, 23616 }|{ "abc", "ab", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.19|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 19}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 15574, 21410, 23616 }|{ "abc", "abc^-2", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
5|5.16-3.1.2.1.20|5.16-3.1.2.1|5.16-3.1.2|16.3|16|{1, 2}|1|1|1|{ "2B" }|{1, 20}|NULL|NULL|[ [ 1, 1, 1 ], [ 1, 2, 9 ], [ 1, 2, 10 ] ]|{ 15574, 11536, 23616 }|{ "abc", "ac^-2", "bc^-2" }|8T10|8|NULL|NULL|NULL|NULL|NULL|5.32-27.0.2-2-2-4|32.27|{0, 2, 2, 2, 4}
