genus|total_label|passport_label|label|group|group_order|signature|g0|r|dim|con|cc|braid|topological|jacobian_decomp|genvec|connected_genvec|trans_group|min_deg|hyperelliptic|hyp_involution|eqn|cyclic_trigonal|cinv|full_label|full_auto|signH
4|4.4-2.0.2-2-2-2-2-2-2.2.1|4.4-2.0.2-2-2-2-2-2-2.2|4.4-2.0.2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2]|0|7|4|[ "2C", "2A", "2A", "2A", "2B", "2B", "2B" ]|[2, 1]|[ 2, 1 ]|[ 2, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 3 ], [ 1, 1, 4 ] ]|[ 7, 23, 23, 23, 16, 16, 16 ]|[ "b", "a", "a", "a", "ba", "ba", "ba" ]|4T2|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.4-2.0.2-2-2-2-2-2-2.3.1|4.4-2.0.2-2-2-2-2-2-2.3|4.4-2.0.2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2]|0|7|4|[ "2C", "2A", "2B", "2B", "2B", "2B", "2B" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 2, 1, 3 ] ]|[ 7, 23, 16, 16, 16, 16, 16 ]|[ "b", "a", "ba", "ba", "ba", "ba", "ba" ]|4T2|4|True|16|[ "y^2=x^{10}+a_{1}x^{8}+a_{2}x^{6}+a_{3}x^{4}+a_{4}x^{2}+1", "y^2=x(x^2+a_{1}x+1)(x^2+a_{2}x+1)(x^2+a_{3}x+1)(x^2+a_{4}x+1)" ]|False|NULL|NULL|NULL|NULL
4|4.4-2.0.2-2-2-2-2-2-2.4.1|4.4-2.0.2-2-2-2-2-2-2.4|4.4-2.0.2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2]|0|7|4|[ "2C", "2C", "2C", "2A", "2A", "2A", "2B" ]|[4, 1]|[ 4, 1 ]|[ 2, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 2, 1, 4 ] ]|[ 7, 7, 7, 23, 23, 23, 16 ]|[ "b", "b", "b", "a", "a", "a", "ba" ]|4T2|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.4-2.0.2-2-2-2-2-2-2.5.1|4.4-2.0.2-2-2-2-2-2-2.5|4.4-2.0.2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2]|0|7|4|[ "2C", "2C", "2C", "2A", "2B", "2B", "2B" ]|[5, 1]|[ 5, 1 ]|[ 2, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 4 ] ]|[ 7, 7, 7, 23, 16, 16, 16 ]|[ "b", "b", "b", "a", "ba", "ba", "ba" ]|4T2|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.4-2.0.2-2-2-2-2-2-2.6.1|4.4-2.0.2-2-2-2-2-2-2.6|4.4-2.0.2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2]|0|7|4|[ "2C", "2C", "2C", "2C", "2C", "2A", "2B" ]|[6, 1]|[ 6, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 2, 1, 4 ] ]|[ 7, 7, 7, 7, 7, 23, 16 ]|[ "b", "b", "b", "b", "b", "a", "ba" ]|4T2|4|True|7|[ "y^2=x^{10}+a_{1}x^{8}+a_{2}x^{6}+a_{3}x^{4}+a_{4}x^{2}+1", "y^2=x(x^2+a_{1}x+1)(x^2+a_{2}x+1)(x^2+a_{3}x+1)(x^2+a_{4}x+1)" ]|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-3-3-3.1.1|4.6-1.0.2-2-3-3-3.1|4.6-1.0.2-2-3-3-3|6.1|6|[0, 2, 2, 3, 3, 3]|0|5|2|[ "2A", "2A", "3A", "3A", "3A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 2, 3 ] ]|[ 2, 1, 3, 3, 4 ]|[ "ba", "a", "b", "b", "b^2" ]|3T2|3|False|NULL|NULL|True|4|NULL|NULL|NULL
4|4.6-1.0.2-2-3-3-3.1.2|4.6-1.0.2-2-3-3-3.1|4.6-1.0.2-2-3-3-3|6.1|6|[0, 2, 2, 3, 3, 3]|0|5|2|[ "2A", "2A", "3A", "3A", "3A" ]|[1, 2]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 2, 3 ] ]|[ 2, 1, 3, 4, 3 ]|[ "ba", "a", "b", "b^2", "b" ]|3T2|3|False|NULL|NULL|True|4|NULL|NULL|NULL
4|4.6-1.0.2-2-3-3-3.1.3|4.6-1.0.2-2-3-3-3.1|4.6-1.0.2-2-3-3-3|6.1|6|[0, 2, 2, 3, 3, 3]|0|5|2|[ "2A", "2A", "3A", "3A", "3A" ]|[1, 3]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 2, 3 ] ]|[ 2, 1, 4, 3, 3 ]|[ "ba", "a", "b^2", "b", "b" ]|3T2|3|False|NULL|NULL|True|4|NULL|NULL|NULL
4|4.6-1.0.2-2-3-3-3.1.4|4.6-1.0.2-2-3-3-3.1|4.6-1.0.2-2-3-3-3|6.1|6|[0, 2, 2, 3, 3, 3]|0|5|2|[ "2A", "2A", "3A", "3A", "3A" ]|[1, 4]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 2, 3 ] ]|[ 2, 2, 3, 3, 3 ]|[ "ba", "ba", "b", "b", "b" ]|3T2|3|False|NULL|NULL|True|4|NULL|NULL|NULL
4|4.6-2.0.2-2-3-3-3.1.1|4.6-2.0.2-2-3-3-3.1|4.6-2.0.2-2-3-3-3|6.2|6|[0, 2, 2, 3, 3, 3]|0|5|2|[ "2A", "2A", "3A1", "3A1", "3A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 3, 1, 4 ] ]|[ 450, 450, 304, 304, 304 ]|[ "a^3", "a^3", "a^4", "a^4", "a^4" ]|6T1|6|False|NULL|NULL|True|304|NULL|NULL|NULL
4|4.6-2.0.2-2-3-3-3.2.1|4.6-2.0.2-2-3-3-3.2|4.6-2.0.2-2-3-3-3|6.2|6|[0, 2, 2, 3, 3, 3]|0|5|2|[ "2A", "2A", "3A-1", "3A-1", "3A-1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 3, 1, 4 ] ]|[ 450, 450, 576, 576, 576 ]|[ "a^3", "a^3", "a^2", "a^2", "a^2" ]|6T1|6|False|NULL|NULL|True|304|NULL|NULL|NULL
4|4.6-2.0.2-2-2-3-6.1.1|4.6-2.0.2-2-2-3-6.1|4.6-2.0.2-2-2-3-6|6.2|6|[0, 2, 2, 2, 3, 6]|0|5|2|[ "2A", "2A", "2A", "3A1", "6A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 3, 1, 4 ] ]|[ 450, 450, 450, 304, 153 ]|[ "a^3", "a^3", "a^3", "a^4", "a^5" ]|6T1|6|True|450|[ "y^2=x^{9}+a_{1}x^{6}+a_{2}x^{3}+1" ]|False|NULL|NULL|NULL|NULL
4|4.6-2.0.2-2-2-3-6.2.1|4.6-2.0.2-2-2-3-6.2|4.6-2.0.2-2-2-3-6|6.2|6|[0, 2, 2, 2, 3, 6]|0|5|2|[ "2A", "2A", "2A", "3A-1", "6A-1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 3, 1, 4 ] ]|[ 450, 450, 450, 576, 600 ]|[ "a^3", "a^3", "a^3", "a^2", "a" ]|6T1|6|True|450|[ "y^2=x^{9}+a_{1}x^{6}+a_{2}x^{3}+1" ]|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.1|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 1, 1, 1, 2 ]|[ "ba", "a", "a", "a", "a", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.2|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 2]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 1, 1, 2, 5 ]|[ "ba", "a", "a", "a", "ba", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.3|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 3]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 1, 1, 5, 1 ]|[ "ba", "a", "a", "a", "b^2a", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.4|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 4]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 1, 2, 1, 1 ]|[ "ba", "a", "a", "ba", "a", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.5|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 5]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 1, 2, 2, 2 ]|[ "ba", "a", "a", "ba", "ba", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.6|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 6]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 1, 2, 5, 5 ]|[ "ba", "a", "a", "ba", "b^2a", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.7|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 7]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 1, 5, 1, 5 ]|[ "ba", "a", "a", "b^2a", "a", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.8|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 8]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 1, 5, 2, 1 ]|[ "ba", "a", "a", "b^2a", "ba", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.9|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 9]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 1, 5, 5, 2 ]|[ "ba", "a", "a", "b^2a", "b^2a", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.10|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 10]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 2, 1, 1, 5 ]|[ "ba", "a", "ba", "a", "a", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.11|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 11]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 2, 1, 2, 1 ]|[ "ba", "a", "ba", "a", "ba", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.12|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 12]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 2, 1, 5, 2 ]|[ "ba", "a", "ba", "a", "b^2a", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.13|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 13]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 2, 2, 1, 2 ]|[ "ba", "a", "ba", "ba", "a", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.14|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 14]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 2, 2, 2, 5 ]|[ "ba", "a", "ba", "ba", "ba", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.15|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 15]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 2, 2, 5, 1 ]|[ "ba", "a", "ba", "ba", "b^2a", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.16|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 16]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 2, 5, 1, 1 ]|[ "ba", "a", "ba", "b^2a", "a", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.17|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 17]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 2, 5, 2, 2 ]|[ "ba", "a", "ba", "b^2a", "ba", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.18|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 18]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 2, 5, 5, 5 ]|[ "ba", "a", "ba", "b^2a", "b^2a", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.19|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 19]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 5, 1, 1, 1 ]|[ "ba", "a", "b^2a", "a", "a", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.20|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 20]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 5, 1, 2, 2 ]|[ "ba", "a", "b^2a", "a", "ba", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.21|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 21]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 5, 1, 5, 5 ]|[ "ba", "a", "b^2a", "a", "b^2a", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.22|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 22]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 5, 2, 1, 5 ]|[ "ba", "a", "b^2a", "ba", "a", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.23|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 23]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 5, 2, 2, 1 ]|[ "ba", "a", "b^2a", "ba", "ba", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.24|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 24]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 5, 2, 5, 2 ]|[ "ba", "a", "b^2a", "ba", "b^2a", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.25|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 25]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 5, 5, 1, 2 ]|[ "ba", "a", "b^2a", "b^2a", "a", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.26|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 26]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 5, 5, 2, 5 ]|[ "ba", "a", "b^2a", "b^2a", "ba", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
