total_label|passport_label|con|con_label|connected_genvec
3.16-11.0.2.2.2.4.4.1|3.16-11.0.2.2.2.4.4|[ 3, 5, 7, 10 ]|[ 2A, 2G, 2F, 4B ]|[ a, ba, c^-1ba, ca ]
3.16-11.0.2.2.2.4.5.1|3.16-11.0.2.2.2.4.5|[ 4, 6, 8, 10 ]|[ 2C, 2D, 2E, 4B ]|[ c^-2a, b, c^-1b, c^-1a ]
3.16-11.0.2.2.2.4.6.1|3.16-11.0.2.2.2.4.6|[ 4, 6, 7, 9 ]|[ 2C, 2D, 2F, 4A ]|[ c^-2a, b, c^-1ba, c^-1 ]
3.16-11.0.2.2.2.4.7.1|3.16-11.0.2.2.2.4.7|[ 4, 5, 8, 9 ]|[ 2C, 2G, 2E, 4A ]|[ c^-2a, ba, c^-1b, c^-1 ]
3.16-11.0.2.2.2.4.8.1|3.16-11.0.2.2.2.4.8|[ 4, 5, 7, 10 ]|[ 2C, 2G, 2F, 4B ]|[ c^-2a, ba, c^-1ba, c^-1a ]
3.16-13.0.2.2.2.4.1.1|3.16-13.0.2.2.2.4.1|[ 3, 4, 5, 6 ]|[ 2C, 2D, 2B, 4A1 ]|[ b, a, c^-1ba, c ]
3.16-13.0.2.2.2.4.2.1|3.16-13.0.2.2.2.4.2|[ 3, 4, 5, 7 ]|[ 2C, 2D, 2B, 4A-1 ]|[ b, a, cba, c^-1 ]
3.21-1.0.3.3.7.1.1|3.21-1.0.3.3.7.1|[ 2, 3, 4 ]|[ 3A-1, 3A1, 7A1 ]|[ a, b^2a^2, b^5 ]
3.21-1.0.3.3.7.2.1|3.21-1.0.3.3.7.2|[ 2, 3, 5 ]|[ 3A-1, 3A1, 7A-1 ]|[ a, b^3a^2, b^4 ]
3.24-12.0.3.4.4.1.1|3.24-12.0.3.4.4.1|[ 4, 5, 5 ]|[ 3A, 4A, 4A ]|[ b^2, da, dcba ]
3.24-3.0.3.3.6.1.1|3.24-3.0.3.3.6.1|[ 4, 4, 7 ]|[ 3A1, 3A1, 6A-1 ]|[ a^2, b^-2cba^2, b^-2ca^2 ]
3.24-3.0.3.3.6.2.1|3.24-3.0.3.3.6.2|[ 3, 3, 6 ]|[ 3A-1, 3A-1, 6A1 ]|[ a, b^-1a, ca ]
3.24-13.0.2.6.6.1.1|3.24-13.0.2.6.6.1|[ 3, 7, 8 ]|[ 2C, 6A1, 6A-1 ]|[ b, a, ba^5 ]
3.24-5.0.2.4.12.1.1|3.24-5.0.2.4.12.1|[ 4, 8, 11 ]|[ 2B, 4B1, 12A1 ]|[ b^6a, ba, b^5 ]
3.24-5.0.2.4.12.2.1|3.24-5.0.2.4.12.2|[ 4, 9, 12 ]|[ 2B, 4B-1, 12A-1 ]|[ b^6a, b^7a, b^11 ]
3.24-5.0.2.4.12.3.1|3.24-5.0.2.4.12.3|[ 3, 8, 12 ]|[ 2C, 4B1, 12A-1 ]|[ a, ba, b^11 ]
3.24-5.0.2.4.12.4.1|3.24-5.0.2.4.12.4|[ 3, 9, 11 ]|[ 2C, 4B-1, 12A1 ]|[ a, b^7a, b^5 ]
3.24-12.0.2.2.2.3.1.1|3.24-12.0.2.2.2.3.1|[ 2, 3, 3, 4 ]|[ 2A, 2B, 2B, 3A ]|[ d, a, ba, db^2 ]
3.24-12.0.2.2.2.3.1.2|3.24-12.0.2.2.2.3.1|[ 2, 3, 3, 4 ]|[ 2A, 2B, 2B, 3A ]|[ d, a, b^2a, db ]
3.24-12.0.2.2.2.3.1.3|3.24-12.0.2.2.2.3.1|[ 2, 3, 3, 4 ]|[ 2A, 2B, 2B, 3A ]|[ d, b^2a, a, db^2 ]
3.32-9.0.2.4.8.1.1|3.32-9.0.2.4.8.1|[ 6, 10, 14 ]|[ 2D, 4C1, 8A3 ]|[ ba, c^-1a, cb ]
3.32-9.0.2.4.8.2.1|3.32-9.0.2.4.8.2|[ 6, 10, 12 ]|[ 2D, 4C1, 8A-3 ]|[ ba, c^3a, c^-3b ]
3.32-9.0.2.4.8.3.1|3.32-9.0.2.4.8.3|[ 6, 9, 11 ]|[ 2D, 4C-1, 8A1 ]|[ ba, c^-1ba, c ]
3.32-9.0.2.4.8.4.1|3.32-9.0.2.4.8.4|[ 6, 9, 13 ]|[ 2D, 4C-1, 8A-1 ]|[ ba, c^3ba, c^-3 ]
3.32-9.0.2.4.8.5.1|3.32-9.0.2.4.8.5|[ 5, 10, 11 ]|[ 2E, 4C1, 8A1 ]|[ a, c^-1a, c ]
3.32-9.0.2.4.8.6.1|3.32-9.0.2.4.8.6|[ 5, 10, 13 ]|[ 2E, 4C1, 8A-1 ]|[ a, c^3a, c^-3 ]
3.32-9.0.2.4.8.7.1|3.32-9.0.2.4.8.7|[ 5, 9, 14 ]|[ 2E, 4C-1, 8A3 ]|[ a, c^-1ba, cb ]
3.32-9.0.2.4.8.8.1|3.32-9.0.2.4.8.8|[ 5, 9, 12 ]|[ 2E, 4C-1, 8A-3 ]|[ a, c^3ba, c^-3b ]
3.32-11.0.2.4.8.1.1|3.32-11.0.2.4.8.1|[ 4, 8, 14 ]|[ 2C, 4B, 8A1 ]|[ a, c, cb^-1a ]
3.32-11.0.2.4.8.2.1|3.32-11.0.2.4.8.2|[ 4, 10, 14 ]|[ 2C, 4C1, 8A1 ]|[ a, cb^-2, cba ]
3.32-11.0.2.4.8.3.1|3.32-11.0.2.4.8.3|[ 4, 11, 13 ]|[ 2C, 4D1, 8A-1 ]|[ a, c^-1b^-2, c^-1b^-1a ]
3.32-11.0.2.4.8.4.1|3.32-11.0.2.4.8.4|[ 4, 9, 13 ]|[ 2C, 4D-1, 8A-1 ]|[ a, c^-1, c^-1ba ]
3.48-3.0.3.3.4.1.1|3.48-3.0.3.3.4.1|[ 3, 4, 8 ]|[ 3A-1, 3A1, 4A1 ]|[ a, ba^2, b^-1 ]
3.48-3.0.3.3.4.2.1|3.48-3.0.3.3.4.2|[ 3, 4, 5 ]|[ 3A-1, 3A1, 4A-1 ]|[ a, c^-2b^-1a^2, c^-2b ]
3.48-3.0.3.3.4.3.1|3.48-3.0.3.3.4.3|[ 3, 4, 7 ]|[ 3A-1, 3A1, 4B1 ]|[ a, b^-1a^2, b ]
3.48-3.0.3.3.4.4.1|3.48-3.0.3.3.4.4|[ 3, 4, 6 ]|[ 3A-1, 3A1, 4B-1 ]|[ a, c^-2ba^2, c^-2b^-1 ]
3.48-48.0.2.4.6.1.1|3.48-48.0.2.4.6.1|[ 6, 8, 10 ]|[ 2D, 4A, 6A ]|[ b^3a, dcb^2a, db ]
3.48-48.0.2.4.6.2.1|3.48-48.0.2.4.6.2|[ 5, 9, 10 ]|[ 2E, 4B, 6A ]|[ a, dcb^5a, db ]
3.48-33.0.2.3.12.1.1|3.48-33.0.2.3.12.1|[ 3, 5, 11 ]|[ 2B, 3A1, 12A-1 ]|[ b^-1a^3, b^-2a^2, ba ]
3.48-33.0.2.3.12.2.1|3.48-33.0.2.3.12.2|[ 3, 5, 13 ]|[ 2B, 3A1, 12A5 ]|[ b^-1a^3, b^-1a^2, b^-2ca ]
3.48-33.0.2.3.12.3.1|3.48-33.0.2.3.12.3|[ 3, 4, 14 ]|[ 2B, 3A-1, 12A1 ]|[ b^-1a^3, a^4, ba^5 ]
3.48-33.0.2.3.12.4.1|3.48-33.0.2.3.12.4|[ 3, 4, 12 ]|[ 2B, 3A-1, 12A-5 ]|[ b^-1a^3, b^-2cba^4, b^-2a^5 ]
3.96-64.0.2.3.8.1.1|3.96-64.0.2.3.8.1|[ 3, 4, 9 ]|[ 2B, 3A, 8A1 ]|[ a, cb^2, dcb^2a ]
3.96-64.0.2.3.8.2.1|3.96-64.0.2.3.8.2|[ 3, 4, 10 ]|[ 2B, 3A, 8A-1 ]|[ a, dcb^2, cb^2a ]
3.168-42.0.2.3.7.1.1|3.168-42.0.2.3.7.1|[ 2, 3, 6 ]|[ 2A, 3A, 7A1 ]|[ (1, 2)(4, 5), (1, 6, 4)(3, 7, 5), (1, 5, 7, 3, 4, 6, 2) ]
3.168-42.0.2.3.7.2.1|3.168-42.0.2.3.7.2|[ 2, 3, 5 ]|[ 2A, 3A, 7A-1 ]|[ (1, 2)(4, 5), (1, 5, 3)(4, 7, 6), (1, 3, 4, 6, 7, 5, 2) ]
3.2-1.1.2.2.2.2.1.1|3.2-1.1.2.2.2.2.1|[ 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A ]|[ a, Id(G), a, a, a, a ]
3.3-1.1.3.3.1.1|3.3-1.1.3.3.1|[ 2, 3 ]|[ 3A-1, 3A1 ]|[ a, Id(G), a, a^2 ]
3.4-1.1.2.2.1.1|3.4-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ a^-2, a, a^-2, a^-2 ]
3.4-2.1.2.2.1.1|3.4-2.1.2.2.1|[ 3, 3 ]|[ 2A, 2A ]|[ b, a, a, a ]
3.4-2.1.2.2.2.1|3.4-2.1.2.2.2|[ 4, 4 ]|[ 2B, 2B ]|[ b, a, ba, ba ]
3.4-2.1.2.2.3.1|3.4-2.1.2.2.3|[ 2, 2 ]|[ 2C, 2C ]|[ b, a, b, b ]
3.6-1.1.3.1.1|3.6-1.1.3.1|[ 3 ]|[ 3A ]|[ a, b^2, b^2 ]
3.6-1.1.3.1.2|3.6-1.1.3.1|[ 3 ]|[ 3A ]|[ a, b^2a, b^2 ]
3.6-1.1.3.1.3|3.6-1.1.3.1|[ 3 ]|[ 3A ]|[ b, a, b^2 ]
3.6-1.1.3.1.4|3.6-1.1.3.1|[ 3 ]|[ 3A ]|[ b, ba, b^2 ]
3.6-1.1.3.1.5|3.6-1.1.3.1|[ 3 ]|[ 3A ]|[ b, b^2a, b^2 ]
3.6-1.1.3.1.6|3.6-1.1.3.1|[ 3 ]|[ 3A ]|[ ba, a, b^2 ]
3.6-1.1.3.1.7|3.6-1.1.3.1|[ 3 ]|[ 3A ]|[ ba, b^2, b^2 ]
3.6-1.1.3.1.8|3.6-1.1.3.1|[ 3 ]|[ 3A ]|[ b^2a, ba, b^2 ]
3.6-1.1.3.1.9|3.6-1.1.3.1|[ 3 ]|[ 3A ]|[ b^2a, b^2, b^2 ]
3.8-3.1.2.1.1|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ a, b, b^-2 ]
3.8-3.1.2.1.2|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ a, ba, b^-2 ]
3.8-3.1.2.1.3|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ a, b^-1, b^-2 ]
3.8-3.1.2.1.4|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ a, b^-1a, b^-2 ]
3.8-3.1.2.1.5|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b, a, b^-2 ]
3.8-3.1.2.1.6|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b, ba, b^-2 ]
3.8-3.1.2.1.7|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b, b^-2a, b^-2 ]
3.8-3.1.2.1.8|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b, b^-1a, b^-2 ]
3.8-3.1.2.1.9|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ ba, a, b^-2 ]
3.8-3.1.2.1.10|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ ba, b, b^-2 ]
3.8-3.1.2.1.11|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ ba, b^-2a, b^-2 ]
3.8-3.1.2.1.12|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ ba, b^-1, b^-2 ]
3.8-3.1.2.1.13|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-2a, b, b^-2 ]
3.8-3.1.2.1.14|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-2a, ba, b^-2 ]
3.8-3.1.2.1.15|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-2a, b^-1, b^-2 ]
3.8-3.1.2.1.16|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-2a, b^-1a, b^-2 ]
3.8-3.1.2.1.17|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-1, a, b^-2 ]
3.8-3.1.2.1.18|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-1, ba, b^-2 ]
3.8-3.1.2.1.19|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-1, b^-2a, b^-2 ]
3.8-3.1.2.1.20|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-1, b^-1a, b^-2 ]
3.8-3.1.2.1.21|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-1a, a, b^-2 ]
3.8-3.1.2.1.22|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-1a, b, b^-2 ]
3.8-3.1.2.1.23|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-1a, b^-2a, b^-2 ]
3.8-3.1.2.1.24|3.8-3.1.2.1|[ 2 ]|[ 2A ]|[ b^-1a, b^-1, b^-2 ]
3.8-4.1.2.1.1|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a, a^-2b, a^-2 ]
3.8-4.1.2.1.2|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a, a^-2ba, a^-2 ]
3.8-4.1.2.1.3|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a, b, a^-2 ]
3.8-4.1.2.1.4|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a, ba, a^-2 ]
3.8-4.1.2.1.5|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-1, a^-2b, a^-2 ]
3.8-4.1.2.1.6|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-1, a^-2ba, a^-2 ]
3.8-4.1.2.1.7|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-1, b, a^-2 ]
3.8-4.1.2.1.8|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-1, ba, a^-2 ]
3.8-4.1.2.1.9|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-2b, a, a^-2 ]
3.8-4.1.2.1.10|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-2b, a^-1, a^-2 ]
3.8-4.1.2.1.11|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-2b, a^-2ba, a^-2 ]
3.8-4.1.2.1.12|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-2b, ba, a^-2 ]
3.8-4.1.2.1.13|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-2ba, a, a^-2 ]
3.8-4.1.2.1.14|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-2ba, a^-1, a^-2 ]
3.8-4.1.2.1.15|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-2ba, a^-2b, a^-2 ]
3.8-4.1.2.1.16|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ a^-2ba, b, a^-2 ]
3.8-4.1.2.1.17|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ b, a, a^-2 ]
3.8-4.1.2.1.18|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ b, a^-1, a^-2 ]
3.8-4.1.2.1.19|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ b, a^-2ba, a^-2 ]
3.8-4.1.2.1.20|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ b, ba, a^-2 ]
3.8-4.1.2.1.21|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ ba, a, a^-2 ]
3.8-4.1.2.1.22|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ ba, a^-1, a^-2 ]
3.8-4.1.2.1.23|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ ba, a^-2b, a^-2 ]
3.8-4.1.2.1.24|3.8-4.1.2.1|[ 2 ]|[ 2A ]|[ ba, b, a^-2 ]
3.2-1.2.0.1.1|3.2-1.2.0.1|[]|[]|[ a, Id(G), Id(G), Id(G) ]

