total_label|passport_label|con|con_label|connected_genvec
text|text|text|text|jsonb

4.2-1.0.2.2.2.2.2.2.2.2.2.2.1.1|4.2-1.0.2.2.2.2.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, a, a, a, a, a, a, a ]
4.3-1.0.3.3.3.3.3.3.1.1|4.3-1.0.3.3.3.3.3.3.1|[ 3, 3, 3, 3, 3, 3 ]|[ 3A1, 3A1, 3A1, 3A1, 3A1, 3A1 ]|[ a^2, a^2, a^2, a^2, a^2, a^2 ]
4.3-1.0.3.3.3.3.3.3.2.1|4.3-1.0.3.3.3.3.3.3.2|[ 2, 2, 2, 3, 3, 3 ]|[ 3A-1, 3A-1, 3A-1, 3A1, 3A1, 3A1 ]|[ a, a, a, a^2, a^2, a^2 ]
4.3-1.0.3.3.3.3.3.3.3.1|4.3-1.0.3.3.3.3.3.3.3|[ 2, 2, 2, 2, 2, 2 ]|[ 3A-1, 3A-1, 3A-1, 3A-1, 3A-1, 3A-1 ]|[ a, a, a, a, a, a ]
4.4-1.0.2.4.4.4.4.1.1|4.4-1.0.2.4.4.4.4.1|[ 2, 3, 3, 3, 4 ]|[ 2A, 4A1, 4A1, 4A1, 4A-1 ]|[ a^-2, a, a, a, a^-1 ]
4.4-1.0.2.4.4.4.4.2.1|4.4-1.0.2.4.4.4.4.2|[ 2, 3, 4, 4, 4 ]|[ 2A, 4A1, 4A-1, 4A-1, 4A-1 ]|[ a^-2, a, a^-1, a^-1, a^-1 ]
4.4-1.0.2.2.2.2.4.4.1.1|4.4-1.0.2.2.2.2.4.4.1|[ 2, 2, 2, 2, 3, 4 ]|[ 2A, 2A, 2A, 2A, 4A1, 4A-1 ]|[ a^-2, a^-2, a^-2, a^-2, a, a^-1 ]
4.4-2.0.2.2.2.2.2.2.2.1.1|4.4-2.0.2.2.2.2.2.2.2.1|[ 2, 3, 3, 3, 3, 3, 4 ]|[ 2C, 2A, 2A, 2A, 2A, 2A, 2B ]|[ b, a, a, a, a, a, ba ]
4.4-2.0.2.2.2.2.2.2.2.2.1|4.4-2.0.2.2.2.2.2.2.2.2|[ 2, 3, 3, 3, 4, 4, 4 ]|[ 2C, 2A, 2A, 2A, 2B, 2B, 2B ]|[ b, a, a, a, ba, ba, ba ]
4.4-2.0.2.2.2.2.2.2.2.3.1|4.4-2.0.2.2.2.2.2.2.2.3|[ 2, 3, 4, 4, 4, 4, 4 ]|[ 2C, 2A, 2B, 2B, 2B, 2B, 2B ]|[ b, a, ba, ba, ba, ba, ba ]
4.4-2.0.2.2.2.2.2.2.2.4.1|4.4-2.0.2.2.2.2.2.2.2.4|[ 2, 2, 2, 3, 3, 3, 4 ]|[ 2C, 2C, 2C, 2A, 2A, 2A, 2B ]|[ b, b, b, a, a, a, ba ]
4.4-2.0.2.2.2.2.2.2.2.5.1|4.4-2.0.2.2.2.2.2.2.2.5|[ 2, 2, 2, 3, 4, 4, 4 ]|[ 2C, 2C, 2C, 2A, 2B, 2B, 2B ]|[ b, b, b, a, ba, ba, ba ]
4.4-2.0.2.2.2.2.2.2.2.6.1|4.4-2.0.2.2.2.2.2.2.2.6|[ 2, 2, 2, 2, 2, 3, 4 ]|[ 2C, 2C, 2C, 2C, 2C, 2A, 2B ]|[ b, b, b, b, b, a, ba ]
4.5-1.0.5.5.5.5.1.1|4.5-1.0.5.5.5.5.1|[ 2, 2, 5, 5 ]|[ 5A-1, 5A-1, 5A1, 5A1 ]|[ a, a, a^4, a^4 ]
4.5-1.0.5.5.5.5.2.1|4.5-1.0.5.5.5.5.2|[ 2, 2, 2, 3 ]|[ 5A-1, 5A-1, 5A-1, 5A-2 ]|[ a, a, a, a^2 ]
4.5-1.0.5.5.5.5.3.1|4.5-1.0.5.5.5.5.3|[ 2, 4, 4, 4 ]|[ 5A-1, 5A2, 5A2, 5A2 ]|[ a, a^3, a^3, a^3 ]
4.5-1.0.5.5.5.5.4.1|4.5-1.0.5.5.5.5.4|[ 2, 3, 4, 5 ]|[ 5A-1, 5A-2, 5A2, 5A1 ]|[ a, a^2, a^3, a^4 ]
4.5-1.0.5.5.5.5.5.1|4.5-1.0.5.5.5.5.5|[ 4, 5, 5, 5 ]|[ 5A2, 5A1, 5A1, 5A1 ]|[ a^3, a^4, a^4, a^4 ]
4.5-1.0.5.5.5.5.6.1|4.5-1.0.5.5.5.5.6|[ 3, 3, 4, 4 ]|[ 5A-2, 5A-2, 5A2, 5A2 ]|[ a^2, a^2, a^3, a^3 ]
4.5-1.0.5.5.5.5.7.1|4.5-1.0.5.5.5.5.7|[ 3, 3, 3, 5 ]|[ 5A-2, 5A-2, 5A-2, 5A1 ]|[ a^2, a^2, a^2, a^4 ]
4.6-2.0.3.3.6.6.1.1|4.6-2.0.3.3.6.6.1|[ 3, 3, 6, 6 ]|[ 3A1, 3A1, 6A-1, 6A-1 ]|[ a^4, a^4, a^5, a^5 ]
4.6-2.0.3.3.6.6.2.1|4.6-2.0.3.3.6.6.2|[ 3, 4, 5, 6 ]|[ 3A1, 3A-1, 6A1, 6A-1 ]|[ a^4, a^2, a, a^5 ]
4.6-2.0.3.3.6.6.3.1|4.6-2.0.3.3.6.6.3|[ 4, 4, 5, 5 ]|[ 3A-1, 3A-1, 6A1, 6A1 ]|[ a^2, a^2, a, a ]
4.6-2.0.2.6.6.6.1.1|4.6-2.0.2.6.6.6.1|[ 2, 5, 5, 5 ]|[ 2A, 6A1, 6A1, 6A1 ]|[ a^3, a, a, a ]
4.6-2.0.2.6.6.6.2.1|4.6-2.0.2.6.6.6.2|[ 2, 6, 6, 6 ]|[ 2A, 6A-1, 6A-1, 6A-1 ]|[ a^3, a^5, a^5, a^5 ]
4.6-1.0.2.2.3.3.3.1.1|4.6-1.0.2.2.3.3.3.1|[ 2, 2, 3, 3, 3 ]|[ 2A, 2A, 3A, 3A, 3A ]|[ a, a, b^2, b^2, b^2 ]
4.6-1.0.2.2.3.3.3.1.2|4.6-1.0.2.2.3.3.3.1|[ 2, 2, 3, 3, 3 ]|[ 2A, 2A, 3A, 3A, 3A ]|[ a, ba, b, b^2, b^2 ]
4.6-1.0.2.2.3.3.3.1.3|4.6-1.0.2.2.3.3.3.1|[ 2, 2, 3, 3, 3 ]|[ 2A, 2A, 3A, 3A, 3A ]|[ a, ba, b^2, b, b^2 ]
4.6-1.0.2.2.3.3.3.1.4|4.6-1.0.2.2.3.3.3.1|[ 2, 2, 3, 3, 3 ]|[ 2A, 2A, 3A, 3A, 3A ]|[ a, ba, b^2, b^2, b ]
4.6-2.0.2.2.3.3.3.1.1|4.6-2.0.2.2.3.3.3.1|[ 2, 2, 3, 3, 3 ]|[ 2A, 2A, 3A1, 3A1, 3A1 ]|[ a^3, a^3, a^4, a^4, a^4 ]
4.6-2.0.2.2.3.3.3.2.1|4.6-2.0.2.2.3.3.3.2|[ 2, 2, 4, 4, 4 ]|[ 2A, 2A, 3A-1, 3A-1, 3A-1 ]|[ a^3, a^3, a^2, a^2, a^2 ]
4.6-2.0.2.2.2.3.6.1.1|4.6-2.0.2.2.2.3.6.1|[ 2, 2, 2, 3, 6 ]|[ 2A, 2A, 2A, 3A1, 6A-1 ]|[ a^3, a^3, a^3, a^4, a^5 ]
4.6-2.0.2.2.2.3.6.2.1|4.6-2.0.2.2.2.3.6.2|[ 2, 2, 2, 4, 5 ]|[ 2A, 2A, 2A, 3A-1, 6A1 ]|[ a^3, a^3, a^3, a^2, a ]
4.6-1.0.2.2.2.2.2.2.1.1|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, a, ba, ba ]
4.6-1.0.2.2.2.2.2.2.1.2|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, ba, a, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.3|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, ba, ba, a ]
4.6-1.0.2.2.2.2.2.2.1.4|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, a, ba, b^2a, ba ]
4.6-1.0.2.2.2.2.2.2.1.5|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, a, a, ba ]
4.6-1.0.2.2.2.2.2.2.1.6|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, a, ba, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.7|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, a, b^2a, a ]
4.6-1.0.2.2.2.2.2.2.1.8|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, ba, a, a ]
4.6-1.0.2.2.2.2.2.2.1.9|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, ba, ba, ba ]
4.6-1.0.2.2.2.2.2.2.1.10|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, ba, b^2a, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.11|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^2a, a, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.12|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^2a, ba, a ]
4.6-1.0.2.2.2.2.2.2.1.13|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^2a, b^2a, ba ]
4.6-1.0.2.2.2.2.2.2.1.14|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, a, a, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.15|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, a, ba, a ]
4.6-1.0.2.2.2.2.2.2.1.16|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, a, b^2a, ba ]
4.6-1.0.2.2.2.2.2.2.1.17|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, ba, a, ba ]
4.6-1.0.2.2.2.2.2.2.1.18|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, ba, ba, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.19|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, ba, b^2a, a ]
4.6-1.0.2.2.2.2.2.2.1.20|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^2a, a, a ]
4.6-1.0.2.2.2.2.2.2.1.21|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^2a, ba, ba ]
4.6-1.0.2.2.2.2.2.2.1.22|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^2a, b^2a, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.23|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, a, a, a ]
4.6-1.0.2.2.2.2.2.2.1.24|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, a, ba, ba ]
4.6-1.0.2.2.2.2.2.2.1.25|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, a, b^2a, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.26|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, ba, a, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.27|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, ba, ba, a ]
4.6-1.0.2.2.2.2.2.2.1.28|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, ba, b^2a, ba ]
4.6-1.0.2.2.2.2.2.2.1.29|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^2a, a, ba ]
4.6-1.0.2.2.2.2.2.2.1.30|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^2a, ba, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.31|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^2a, b^2a, a ]
4.6-1.0.2.2.2.2.2.2.1.32|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, a, a, ba ]
4.6-1.0.2.2.2.2.2.2.1.33|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, a, ba, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.34|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, a, b^2a, a ]
4.6-1.0.2.2.2.2.2.2.1.35|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, ba, a, a ]
4.6-1.0.2.2.2.2.2.2.1.36|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, ba, ba, ba ]
4.6-1.0.2.2.2.2.2.2.1.37|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, ba, b^2a, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.38|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^2a, a, b^2a ]
4.6-1.0.2.2.2.2.2.2.1.39|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^2a, ba, a ]
4.6-1.0.2.2.2.2.2.2.1.40|4.6-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^2a, b^2a, ba ]
4.8-4.0.2.4.4.4.1.1|4.8-4.0.2.4.4.4.1|[ 2, 3, 4, 5 ]|[ 2A, 4A, 4B, 4C ]|[ a^-2, b, a, a^-2ba ]
4.8-1.0.2.2.8.8.1.1|4.8-1.0.2.2.8.8.1|[ 2, 2, 6, 7 ]|[ 2A, 2A, 8A1, 8A-1 ]|[ a^-4, a^-4, a^3, a^-3 ]
4.8-1.0.2.2.8.8.2.1|4.8-1.0.2.2.8.8.2|[ 2, 2, 5, 8 ]|[ 2A, 2A, 8A3, 8A-3 ]|[ a^-4, a^-4, a, a^-1 ]
4.8-3.0.2.2.2.2.4.1.1|4.8-3.0.2.2.2.2.4.1|[ 2, 2, 3, 4, 5 ]|[ 2A, 2A, 2B, 2C, 4A ]|[ b^-2, b^-2, a, b^-1a, b ]
4.8-3.0.2.2.2.2.4.2.1|4.8-3.0.2.2.2.2.4.2|[ 3, 3, 3, 4, 5 ]|[ 2B, 2B, 2B, 2C, 4A ]|[ a, a, a, b^-1a, b ]
4.8-3.0.2.2.2.2.4.2.2|4.8-3.0.2.2.2.2.4.2|[ 3, 3, 3, 4, 5 ]|[ 2B, 2B, 2B, 2C, 4A ]|[ a, a, b^-2a, b^-1a, b^-1 ]
4.8-3.0.2.2.2.2.4.2.3|4.8-3.0.2.2.2.2.4.2|[ 3, 3, 3, 4, 5 ]|[ 2B, 2B, 2B, 2C, 4A ]|[ a, b^-2a, a, b^-1a, b^-1 ]
4.8-3.0.2.2.2.2.4.2.4|4.8-3.0.2.2.2.2.4.2|[ 3, 3, 3, 4, 5 ]|[ 2B, 2B, 2B, 2C, 4A ]|[ a, b^-2a, b^-2a, b^-1a, b ]
4.8-3.0.2.2.2.2.4.3.1|4.8-3.0.2.2.2.2.4.3|[ 3, 4, 4, 4, 5 ]|[ 2B, 2C, 2C, 2C, 4A ]|[ a, b^-1a, ba, ba, b ]
4.8-3.0.2.2.2.2.4.3.2|4.8-3.0.2.2.2.2.4.3|[ 3, 4, 4, 4, 5 ]|[ 2B, 2C, 2C, 2C, 4A ]|[ a, b^-1a, ba, b^-1a, b^-1 ]
4.8-3.0.2.2.2.2.4.3.3|4.8-3.0.2.2.2.2.4.3|[ 3, 4, 4, 4, 5 ]|[ 2B, 2C, 2C, 2C, 4A ]|[ a, b^-1a, b^-1a, ba, b^-1 ]
4.8-3.0.2.2.2.2.4.3.4|4.8-3.0.2.2.2.2.4.3|[ 3, 4, 4, 4, 5 ]|[ 2B, 2C, 2C, 2C, 4A ]|[ a, b^-1a, b^-1a, b^-1a, b ]
4.9-1.0.9.9.9.1.1|4.9-1.0.9.9.9.1|[ 5, 5, 7 ]|[ 9A1, 9A1, 9A-1 ]|[ a^2, a^2, a^5 ]
4.9-1.0.9.9.9.2.1|4.9-1.0.9.9.9.2|[ 5, 9, 9 ]|[ 9A1, 9A4, 9A4 ]|[ a^2, a^8, a^8 ]
4.9-1.0.9.9.9.3.1|4.9-1.0.9.9.9.3|[ 7, 7, 9 ]|[ 9A-1, 9A-1, 9A4 ]|[ a^5, a^5, a^8 ]
4.9-1.0.9.9.9.4.1|4.9-1.0.9.9.9.4|[ 6, 8, 8 ]|[ 9A2, 9A-2, 9A-2 ]|[ a^4, a^7, a^7 ]
4.9-1.0.9.9.9.5.1|4.9-1.0.9.9.9.5|[ 4, 6, 6 ]|[ 9A-4, 9A2, 9A2 ]|[ a, a^4, a^4 ]
4.9-1.0.9.9.9.6.1|4.9-1.0.9.9.9.6|[ 4, 4, 8 ]|[ 9A-4, 9A-4, 9A-2 ]|[ a, a, a^7 ]
4.9-2.0.3.3.3.3.1.1|4.9-2.0.3.3.3.3.1|[ 4, 7, 7, 8 ]|[ 3A-1, 3A1, 3A1, 3D-1 ]|[ a, b^2a^2, b^2a^2, b^2a ]
4.9-2.0.3.3.3.3.2.1|4.9-2.0.3.3.3.3.2|[ 4, 4, 7, 9 ]|[ 3A-1, 3A-1, 3A1, 3C1 ]|[ a, a, b^2a^2, ba^2 ]
4.9-2.0.3.3.3.3.3.1|4.9-2.0.3.3.3.3.3|[ 4, 5, 6, 7 ]|[ 3A-1, 3B1, 3D1, 3A1 ]|[ a, a^2, ba, b^2a^2 ]
4.9-2.0.3.3.3.3.4.1|4.9-2.0.3.3.3.3.4|[ 4, 5, 8, 9 ]|[ 3A-1, 3B1, 3D-1, 3C1 ]|[ a, a^2, b^2a, ba^2 ]
4.9-2.0.3.3.3.3.5.1|4.9-2.0.3.3.3.3.5|[ 4, 6, 9, 9 ]|[ 3A-1, 3D1, 3C1, 3C1 ]|[ a, ba, ba^2, ba^2 ]
4.9-2.0.3.3.3.3.6.1|4.9-2.0.3.3.3.3.6|[ 5, 7, 8, 8 ]|[ 3B1, 3A1, 3D-1, 3D-1 ]|[ a^2, b^2a^2, b^2a, b^2a ]
4.9-2.0.3.3.3.3.7.1|4.9-2.0.3.3.3.3.7|[ 5, 5, 6, 8 ]|[ 3B1, 3B1, 3D1, 3D-1 ]|[ a^2, a^2, ba, b^2a ]
4.9-2.0.3.3.3.3.8.1|4.9-2.0.3.3.3.3.8|[ 5, 6, 6, 9 ]|[ 3B1, 3D1, 3D1, 3C1 ]|[ a^2, ba, ba, ba^2 ]
4.9-2.0.3.3.3.3.9.1|4.9-2.0.3.3.3.3.9|[ 2, 7, 7, 9 ]|[ 3B-1, 3A1, 3A1, 3C1 ]|[ b, b^2a^2, b^2a^2, ba^2 ]
4.9-2.0.3.3.3.3.10.1|4.9-2.0.3.3.3.3.10|[ 2, 4, 4, 8 ]|[ 3B-1, 3A-1, 3A-1, 3D-1 ]|[ b, a, a, b^2a ]
4.9-2.0.3.3.3.3.11.1|4.9-2.0.3.3.3.3.11|[ 2, 4, 6, 6 ]|[ 3B-1, 3A-1, 3D1, 3D1 ]|[ b, a, ba, ba ]
4.9-2.0.3.3.3.3.12.1|4.9-2.0.3.3.3.3.12|[ 2, 5, 5, 7 ]|[ 3B-1, 3B1, 3B1, 3A1 ]|[ b, a^2, a^2, b^2a^2 ]
4.9-2.0.3.3.3.3.13.1|4.9-2.0.3.3.3.3.13|[ 2, 5, 9, 9 ]|[ 3B-1, 3B1, 3C1, 3C1 ]|[ b, a^2, ba^2, ba^2 ]
4.9-2.0.3.3.3.3.14.1|4.9-2.0.3.3.3.3.14|[ 2, 2, 7, 8 ]|[ 3B-1, 3B-1, 3A1, 3D-1 ]|[ b, b, b^2a^2, b^2a ]
4.9-2.0.3.3.3.3.15.1|4.9-2.0.3.3.3.3.15|[ 2, 2, 4, 9 ]|[ 3B-1, 3B-1, 3A-1, 3C1 ]|[ b, b, a, ba^2 ]
4.9-2.0.3.3.3.3.16.1|4.9-2.0.3.3.3.3.16|[ 2, 2, 5, 6 ]|[ 3B-1, 3B-1, 3B1, 3D1 ]|[ b, b, a^2, ba ]
4.9-2.0.3.3.3.3.17.1|4.9-2.0.3.3.3.3.17|[ 2, 3, 4, 5 ]|[ 3B-1, 3C-1, 3A-1, 3B1 ]|[ b, b^2, a, a^2 ]
4.9-2.0.3.3.3.3.18.1|4.9-2.0.3.3.3.3.18|[ 2, 3, 6, 7 ]|[ 3B-1, 3C-1, 3D1, 3A1 ]|[ b, b^2, ba, b^2a^2 ]
4.9-2.0.3.3.3.3.19.1|4.9-2.0.3.3.3.3.19|[ 2, 3, 8, 9 ]|[ 3B-1, 3C-1, 3D-1, 3C1 ]|[ b, b^2, b^2a, ba^2 ]
4.9-2.0.3.3.3.3.20.1|4.9-2.0.3.3.3.3.20|[ 2, 6, 8, 8 ]|[ 3B-1, 3D1, 3D-1, 3D-1 ]|[ b, ba, b^2a, b^2a ]
4.9-2.0.3.3.3.3.21.1|4.9-2.0.3.3.3.3.21|[ 3, 7, 9, 9 ]|[ 3C-1, 3A1, 3C1, 3C1 ]|[ b^2, b^2a^2, ba^2, ba^2 ]
4.9-2.0.3.3.3.3.22.1|4.9-2.0.3.3.3.3.22|[ 3, 4, 4, 6 ]|[ 3C-1, 3A-1, 3A-1, 3D1 ]|[ b^2, a, a, ba ]
4.9-2.0.3.3.3.3.23.1|4.9-2.0.3.3.3.3.23|[ 3, 4, 8, 8 ]|[ 3C-1, 3A-1, 3D-1, 3D-1 ]|[ b^2, a, b^2a, b^2a ]
4.9-2.0.3.3.3.3.24.1|4.9-2.0.3.3.3.3.24|[ 3, 5, 7, 7 ]|[ 3C-1, 3B1, 3A1, 3A1 ]|[ b^2, a^2, b^2a^2, b^2a^2 ]
4.9-2.0.3.3.3.3.25.1|4.9-2.0.3.3.3.3.25|[ 3, 5, 5, 9 ]|[ 3C-1, 3B1, 3B1, 3C1 ]|[ b^2, a^2, a^2, ba^2 ]
4.9-2.0.3.3.3.3.26.1|4.9-2.0.3.3.3.3.26|[ 3, 3, 4, 7 ]|[ 3C-1, 3C-1, 3A-1, 3A1 ]|[ b^2, b^2, a, b^2a^2 ]
4.9-2.0.3.3.3.3.27.1|4.9-2.0.3.3.3.3.27|[ 3, 3, 5, 8 ]|[ 3C-1, 3C-1, 3B1, 3D-1 ]|[ b^2, b^2, a^2, b^2a ]
4.9-2.0.3.3.3.3.28.1|4.9-2.0.3.3.3.3.28|[ 3, 3, 6, 9 ]|[ 3C-1, 3C-1, 3D1, 3C1 ]|[ b^2, b^2, ba, ba^2 ]
4.9-2.0.3.3.3.3.29.1|4.9-2.0.3.3.3.3.29|[ 3, 6, 6, 8 ]|[ 3C-1, 3D1, 3D1, 3D-1 ]|[ b^2, ba, ba, b^2a ]
4.9-2.0.3.3.3.3.30.1|4.9-2.0.3.3.3.3.30|[ 6, 7, 8, 9 ]|[ 3D1, 3A1, 3D-1, 3C1 ]|[ ba, b^2a^2, b^2a, ba^2 ]
4.10-2.0.5.10.10.1.1|4.10-2.0.5.10.10.1|[ 3, 7, 8 ]|[ 5A1, 10A-1, 10A-3 ]|[ a^8, a^3, a^9 ]
4.10-2.0.5.10.10.2.1|4.10-2.0.5.10.10.2|[ 3, 9, 9 ]|[ 5A1, 10A3, 10A3 ]|[ a^8, a, a ]
4.10-2.0.5.10.10.3.1|4.10-2.0.5.10.10.3|[ 4, 10, 10 ]|[ 5A-1, 10A1, 10A1 ]|[ a^6, a^7, a^7 ]
4.10-2.0.5.10.10.4.1|4.10-2.0.5.10.10.4|[ 4, 7, 9 ]|[ 5A-1, 10A-1, 10A3 ]|[ a^6, a^3, a ]
4.10-2.0.5.10.10.5.1|4.10-2.0.5.10.10.5|[ 5, 7, 7 ]|[ 5A2, 10A-1, 10A-1 ]|[ a^4, a^3, a^3 ]
4.10-2.0.5.10.10.6.1|4.10-2.0.5.10.10.6|[ 5, 8, 10 ]|[ 5A2, 10A-3, 10A1 ]|[ a^4, a^9, a^7 ]
