total_label|passport_label|con|con_label|connected_genvec
5.11-1.0.11.11.11.8.1|5.11-1.0.11.11.11.8|[ 2, 4, 8 ]|[ 11A3, 11A2, 11A1 ]|[ a, a^3, a^7 ]
5.11-1.0.11.11.11.9.1|5.11-1.0.11.11.11.9|[ 2, 2, 10 ]|[ 11A3, 11A3, 11A-5 ]|[ a, a, a^9 ]
5.11-1.0.11.11.11.10.1|5.11-1.0.11.11.11.10|[ 2, 6, 6 ]|[ 11A3, 11A-4, 11A-4 ]|[ a, a^5, a^5 ]
5.11-1.0.11.11.11.11.1|5.11-1.0.11.11.11.11|[ 2, 3, 9 ]|[ 11A3, 11A5, 11A-2 ]|[ a, a^2, a^8 ]
5.11-1.0.11.11.11.12.1|5.11-1.0.11.11.11.12|[ 7, 8, 10 ]|[ 11A4, 11A1, 11A-5 ]|[ a^6, a^7, a^9 ]
5.11-1.0.11.11.11.13.1|5.11-1.0.11.11.11.13|[ 7, 9, 9 ]|[ 11A4, 11A-2, 11A-2 ]|[ a^6, a^8, a^8 ]
5.11-1.0.11.11.11.14.1|5.11-1.0.11.11.11.14|[ 7, 7, 11 ]|[ 11A4, 11A4, 11A-3 ]|[ a^6, a^6, a^10 ]
5.11-1.0.11.11.11.15.1|5.11-1.0.11.11.11.15|[ 6, 8, 11 ]|[ 11A-4, 11A1, 11A-3 ]|[ a^5, a^7, a^10 ]
5.11-1.0.11.11.11.16.1|5.11-1.0.11.11.11.16|[ 6, 9, 10 ]|[ 11A-4, 11A-2, 11A-5 ]|[ a^5, a^8, a^9 ]
5.11-1.0.11.11.11.17.1|5.11-1.0.11.11.11.17|[ 3, 5, 6 ]|[ 11A5, 11A-1, 11A-4 ]|[ a^2, a^4, a^5 ]
5.11-1.0.11.11.11.18.1|5.11-1.0.11.11.11.18|[ 3, 4, 7 ]|[ 11A5, 11A2, 11A4 ]|[ a^2, a^3, a^6 ]
5.11-1.0.11.11.11.19.1|5.11-1.0.11.11.11.19|[ 3, 11, 11 ]|[ 11A5, 11A-3, 11A-3 ]|[ a^2, a^10, a^10 ]
5.11-1.0.11.11.11.20.1|5.11-1.0.11.11.11.20|[ 3, 3, 8 ]|[ 11A5, 11A5, 11A1 ]|[ a^2, a^2, a^7 ]
5.12-2.0.6.12.12.1.1|5.12-2.0.6.12.12.1|[ 8, 12, 12 ]|[ 6A1, 12A1, 12A1 ]|[ a^10, a^7, a^7 ]
5.12-2.0.6.12.12.2.1|5.12-2.0.6.12.12.2|[ 8, 10, 10 ]|[ 6A1, 12A-5, 12A-5 ]|[ a^10, a, a ]
5.12-2.0.6.12.12.3.1|5.12-2.0.6.12.12.3|[ 7, 9, 9 ]|[ 6A-1, 12A-1, 12A-1 ]|[ a^2, a^5, a^5 ]
5.12-2.0.6.12.12.4.1|5.12-2.0.6.12.12.4|[ 7, 11, 11 ]|[ 6A-1, 12A5, 12A5 ]|[ a^2, a^11, a^11 ]
5.12-3.0.3.3.3.3.1.1|5.12-3.0.3.3.3.3.1|[ 3, 3, 4, 4 ]|[ 3A-1, 3A-1, 3A1, 3A1 ]|[ a, a, cba^2, ca^2 ]
5.12-3.0.3.3.3.3.1.2|5.12-3.0.3.3.3.3.1|[ 3, 3, 4, 4 ]|[ 3A-1, 3A-1, 3A1, 3A1 ]|[ a, ba, a^2, ca^2 ]
5.12-3.0.3.3.3.3.1.3|5.12-3.0.3.3.3.3.1|[ 3, 3, 4, 4 ]|[ 3A-1, 3A-1, 3A1, 3A1 ]|[ a, ba, ba^2, ba^2 ]
5.12-3.0.3.3.3.3.1.4|5.12-3.0.3.3.3.3.1|[ 3, 3, 4, 4 ]|[ 3A-1, 3A-1, 3A1, 3A1 ]|[ a, ba, ca^2, cba^2 ]
5.12-3.0.3.3.3.3.1.5|5.12-3.0.3.3.3.3.1|[ 3, 3, 4, 4 ]|[ 3A-1, 3A-1, 3A1, 3A1 ]|[ a, ba, cba^2, a^2 ]
5.12-1.0.2.3.4.4.1.1|5.12-1.0.2.3.4.4.1|[ 2, 3, 5, 5 ]|[ 2A, 3A, 4A1, 4A1 ]|[ a^-2, b^2, a^-1, ba^-1 ]
5.12-1.0.2.3.4.4.2.1|5.12-1.0.2.3.4.4.2|[ 2, 3, 4, 4 ]|[ 2A, 3A, 4A-1, 4A-1 ]|[ a^-2, b^2, a, ba ]
5.12-4.0.2.2.6.6.1.1|5.12-4.0.2.2.6.6.1|[ 4, 4, 6, 6 ]|[ 2B, 2B, 6A, 6A ]|[ b^3a, b^3a, b, b^5 ]
5.12-4.0.2.2.6.6.1.2|5.12-4.0.2.2.6.6.1|[ 4, 4, 6, 6 ]|[ 2B, 2B, 6A, 6A ]|[ b^3a, b^5a, b^5, b^5 ]
5.12-4.0.2.2.6.6.2.1|5.12-4.0.2.2.6.6.2|[ 3, 3, 6, 6 ]|[ 2C, 2C, 6A, 6A ]|[ a, a, b, b^5 ]
5.12-4.0.2.2.6.6.2.2|5.12-4.0.2.2.6.6.2|[ 3, 3, 6, 6 ]|[ 2C, 2C, 6A, 6A ]|[ a, b^2a, b^5, b^5 ]
5.12-5.0.2.2.6.6.1.1|5.12-5.0.2.2.6.6.1|[ 2, 2, 9, 10 ]|[ 2A, 2A, 6A-1, 6B-1 ]|[ b^3, b^3, b^4a, b^2a ]
5.12-5.0.2.2.6.6.2.1|5.12-5.0.2.2.6.6.2|[ 2, 2, 11, 12 ]|[ 2A, 2A, 6C-1, 6C1 ]|[ b^3, b^3, ba, b^5a ]
5.12-5.0.2.2.6.6.3.1|5.12-5.0.2.2.6.6.3|[ 2, 3, 8, 9 ]|[ 2A, 2B, 6A1, 6A-1 ]|[ b^3, a, b^5, b^4a ]
5.12-5.0.2.2.6.6.4.1|5.12-5.0.2.2.6.6.4|[ 2, 3, 7, 10 ]|[ 2A, 2B, 6B1, 6B-1 ]|[ b^3, a, b, b^2a ]
5.12-5.0.2.2.6.6.5.1|5.12-5.0.2.2.6.6.5|[ 2, 4, 8, 11 ]|[ 2A, 2C, 6A1, 6C-1 ]|[ b^3, b^3a, b^5, ba ]
5.12-5.0.2.2.6.6.6.1|5.12-5.0.2.2.6.6.6|[ 2, 4, 7, 12 ]|[ 2A, 2C, 6B1, 6C1 ]|[ b^3, b^3a, b, b^5a ]
5.12-5.0.2.2.6.6.7.1|5.12-5.0.2.2.6.6.7|[ 3, 3, 7, 8 ]|[ 2B, 2B, 6B1, 6A1 ]|[ a, a, b, b^5 ]
5.12-5.0.2.2.6.6.8.1|5.12-5.0.2.2.6.6.8|[ 3, 3, 11, 12 ]|[ 2B, 2B, 6C-1, 6C1 ]|[ a, a, ba, b^5a ]
5.12-5.0.2.2.6.6.9.1|5.12-5.0.2.2.6.6.9|[ 3, 4, 9, 12 ]|[ 2B, 2C, 6A-1, 6C1 ]|[ a, b^3a, b^4a, b^5a ]
5.12-5.0.2.2.6.6.10.1|5.12-5.0.2.2.6.6.10|[ 3, 4, 10, 11 ]|[ 2B, 2C, 6B-1, 6C-1 ]|[ a, b^3a, b^2a, ba ]
5.12-5.0.2.2.6.6.11.1|5.12-5.0.2.2.6.6.11|[ 4, 4, 9, 10 ]|[ 2C, 2C, 6A-1, 6B-1 ]|[ b^3a, b^3a, b^4a, b^2a ]
5.12-5.0.2.2.6.6.12.1|5.12-5.0.2.2.6.6.12|[ 4, 4, 7, 8 ]|[ 2C, 2C, 6B1, 6A1 ]|[ b^3a, b^3a, b, b^5 ]
5.12-4.0.2.2.2.2.3.1.1|5.12-4.0.2.2.2.2.3.1|[ 2, 2, 4, 4, 5 ]|[ 2A, 2A, 2B, 2B, 3A ]|[ b^3, b^3, b^3a, b^5a, b^4 ]
5.12-4.0.2.2.2.2.3.2.1|5.12-4.0.2.2.2.2.3.2|[ 2, 2, 3, 3, 5 ]|[ 2A, 2A, 2C, 2C, 3A ]|[ b^3, b^3, a, b^2a, b^4 ]
5.12-4.0.2.2.2.2.3.3.1|5.12-4.0.2.2.2.2.3.3|[ 3, 3, 4, 4, 5 ]|[ 2C, 2C, 2B, 2B, 3A ]|[ a, a, b^3a, b^5a, b^4 ]
5.12-4.0.2.2.2.2.3.3.2|5.12-4.0.2.2.2.2.3.3|[ 3, 3, 4, 4, 5 ]|[ 2C, 2C, 2B, 2B, 3A ]|[ a, a, b^5a, ba, b^4 ]
5.12-4.0.2.2.2.2.3.3.3|5.12-4.0.2.2.2.2.3.3|[ 3, 3, 4, 4, 5 ]|[ 2C, 2C, 2B, 2B, 3A ]|[ a, a, b^5a, b^3a, b^2 ]
5.12-4.0.2.2.2.2.3.3.4|5.12-4.0.2.2.2.2.3.3|[ 3, 3, 4, 4, 5 ]|[ 2C, 2C, 2B, 2B, 3A ]|[ a, b^2a, ba, ba, b^4 ]
5.12-4.0.2.2.2.2.3.3.5|5.12-4.0.2.2.2.2.3.3|[ 3, 3, 4, 4, 5 ]|[ 2C, 2C, 2B, 2B, 3A ]|[ a, b^2a, ba, b^3a, b^2 ]
5.12-4.0.2.2.2.2.3.3.6|5.12-4.0.2.2.2.2.3.3|[ 3, 3, 4, 4, 5 ]|[ 2C, 2C, 2B, 2B, 3A ]|[ a, b^2a, b^3a, b^3a, b^4 ]
5.12-4.0.2.2.2.2.3.3.7|5.12-4.0.2.2.2.2.3.3|[ 3, 3, 4, 4, 5 ]|[ 2C, 2C, 2B, 2B, 3A ]|[ a, b^2a, b^3a, b^5a, b^2 ]
5.12-4.0.2.2.2.2.3.3.8|5.12-4.0.2.2.2.2.3.3|[ 3, 3, 4, 4, 5 ]|[ 2C, 2C, 2B, 2B, 3A ]|[ a, b^2a, b^5a, ba, b^2 ]
5.12-4.0.2.2.2.2.3.3.9|5.12-4.0.2.2.2.2.3.3|[ 3, 3, 4, 4, 5 ]|[ 2C, 2C, 2B, 2B, 3A ]|[ a, b^2a, b^5a, b^5a, b^4 ]
5.15-1.0.3.15.15.1.1|5.15-1.0.3.15.15.1|[ 2, 11, 14 ]|[ 3A1, 15A1, 15A-7 ]|[ a^10, a^4, a ]
5.15-1.0.3.15.15.2.1|5.15-1.0.3.15.15.2|[ 2, 8, 10 ]|[ 3A1, 15A-1, 15A4 ]|[ a^10, a^7, a^13 ]
5.15-1.0.3.15.15.3.1|5.15-1.0.3.15.15.3|[ 3, 13, 15 ]|[ 3A-1, 15A2, 15A7 ]|[ a^5, a^2, a^8 ]
5.15-1.0.3.15.15.4.1|5.15-1.0.3.15.15.4|[ 3, 9, 12 ]|[ 3A-1, 15A-2, 15A-4 ]|[ a^5, a^14, a^11 ]
5.16-5.0.4.8.8.1.1|5.16-5.0.4.8.8.1|[ 7, 11, 13 ]|[ 4A1, 8A-1, 8A1 ]|[ b^2a, b^-3, ba ]
5.16-5.0.4.8.8.2.1|5.16-5.0.4.8.8.2|[ 7, 10, 14 ]|[ 4A1, 8B1, 8B3 ]|[ b^2a, b^3, b^3a ]
5.16-5.0.4.8.8.3.1|5.16-5.0.4.8.8.3|[ 7, 9, 15 ]|[ 4A1, 8B-1, 8A-3 ]|[ b^2a, b, b^-3a ]
5.16-5.0.4.8.8.4.1|5.16-5.0.4.8.8.4|[ 7, 12, 16 ]|[ 4A1, 8B-3, 8A3 ]|[ b^2a, b^-1, b^-1a ]
5.16-5.0.4.8.8.5.1|5.16-5.0.4.8.8.5|[ 8, 11, 15 ]|[ 4B1, 8A-1, 8A-3 ]|[ b^-2a, b^-3, b^-3a ]
5.16-5.0.4.8.8.6.1|5.16-5.0.4.8.8.6|[ 8, 10, 16 ]|[ 4B1, 8B1, 8A3 ]|[ b^-2a, b^3, b^-1a ]
5.16-5.0.4.8.8.7.1|5.16-5.0.4.8.8.7|[ 8, 9, 13 ]|[ 4B1, 8B-1, 8A1 ]|[ b^-2a, b, ba ]
5.16-5.0.4.8.8.8.1|5.16-5.0.4.8.8.8|[ 8, 12, 14 ]|[ 4B1, 8B-3, 8B3 ]|[ b^-2a, b^-1, b^3a ]
5.16-6.0.4.8.8.1.1|5.16-6.0.4.8.8.1|[ 6, 7, 9 ]|[ 4B, 8A1, 8B1 ]|[ b^2a, b, ba ]
5.16-6.0.4.8.8.2.1|5.16-6.0.4.8.8.2|[ 6, 8, 10 ]|[ 4B, 8B-1, 8A-1 ]|[ b^2a, b^3, b^-1a ]
5.16-3.0.2.2.4.4.1.1|5.16-3.0.2.2.4.4.1|[ 3, 5, 8, 9 ]|[ 2A, 2D, 4A-1, 4A1 ]|[ c^-2b, a, c^-1, ca ]
5.16-3.0.2.2.4.4.2.1|5.16-3.0.2.2.4.4.2|[ 3, 5, 7, 10 ]|[ 2A, 2D, 4B1, 4B-1 ]|[ c^-2b, a, c, c^-1a ]
5.16-3.0.2.2.4.4.3.1|5.16-3.0.2.2.4.4.3|[ 3, 6, 8, 10 ]|[ 2A, 2E, 4A-1, 4B-1 ]|[ c^-2b, c^-2a, c^-1, c^-1a ]
5.16-3.0.2.2.4.4.4.1|5.16-3.0.2.2.4.4.4|[ 3, 6, 7, 9 ]|[ 2A, 2E, 4B1, 4A1 ]|[ c^-2b, c^-2a, c, ca ]
5.16-3.0.2.2.4.4.5.1|5.16-3.0.2.2.4.4.5|[ 4, 5, 8, 10 ]|[ 2B, 2D, 4A-1, 4B-1 ]|[ b, a, c^-1, c^-1a ]
5.16-3.0.2.2.4.4.6.1|5.16-3.0.2.2.4.4.6|[ 4, 5, 7, 9 ]|[ 2B, 2D, 4B1, 4A1 ]|[ b, a, c, ca ]
5.16-3.0.2.2.4.4.7.1|5.16-3.0.2.2.4.4.7|[ 4, 6, 8, 9 ]|[ 2B, 2E, 4A-1, 4A1 ]|[ b, c^-2a, c^-1, ca ]
5.16-3.0.2.2.4.4.8.1|5.16-3.0.2.2.4.4.8|[ 4, 6, 7, 10 ]|[ 2B, 2E, 4B1, 4B-1 ]|[ b, c^-2a, c, c^-1a ]
5.16-3.0.2.2.4.4.9.1|5.16-3.0.2.2.4.4.9|[ 2, 5, 8, 10 ]|[ 2C, 2D, 4A-1, 4B-1 ]|[ c^-2, a, c^-1, cba ]
5.16-3.0.2.2.4.4.10.1|5.16-3.0.2.2.4.4.10|[ 2, 5, 7, 9 ]|[ 2C, 2D, 4B1, 4A1 ]|[ c^-2, a, c, c^-1ba ]
5.16-3.0.2.2.4.4.11.1|5.16-3.0.2.2.4.4.11|[ 2, 6, 8, 9 ]|[ 2C, 2E, 4A-1, 4A1 ]|[ c^-2, c^-2a, c^-1, c^-1ba ]
5.16-3.0.2.2.4.4.12.1|5.16-3.0.2.2.4.4.12|[ 2, 6, 7, 10 ]|[ 2C, 2E, 4B1, 4B-1 ]|[ c^-2, c^-2a, c, cba ]
5.16-3.0.2.2.4.4.13.1|5.16-3.0.2.2.4.4.13|[ 5, 5, 9, 10 ]|[ 2D, 2D, 4A1, 4B-1 ]|[ a, a, c^-1ba, c^-1a ]
5.16-3.0.2.2.4.4.13.2|5.16-3.0.2.2.4.4.13|[ 5, 5, 9, 10 ]|[ 2D, 2D, 4A1, 4B-1 ]|[ a, c^-2ba, c^-1ba, cba ]
5.16-3.0.2.2.4.4.14.1|5.16-3.0.2.2.4.4.14|[ 5, 5, 7, 8 ]|[ 2D, 2D, 4B1, 4A-1 ]|[ a, a, c, c^-1 ]
5.16-3.0.2.2.4.4.14.2|5.16-3.0.2.2.4.4.14|[ 5, 5, 7, 8 ]|[ 2D, 2D, 4B1, 4A-1 ]|[ a, c^-2ba, c, cb ]
5.16-3.0.2.2.4.4.15.1|5.16-3.0.2.2.4.4.15|[ 5, 6, 9, 9 ]|[ 2D, 2E, 4A1, 4A1 ]|[ a, ba, c^-1ba, c^-1ba ]
5.16-3.0.2.2.4.4.15.2|5.16-3.0.2.2.4.4.15|[ 5, 6, 9, 9 ]|[ 2D, 2E, 4A1, 4A1 ]|[ a, c^-2a, c^-1ba, ca ]
5.16-3.0.2.2.4.4.16.1|5.16-3.0.2.2.4.4.16|[ 5, 6, 8, 8 ]|[ 2D, 2E, 4A-1, 4A-1 ]|[ a, ba, c^-1, cb ]
5.16-3.0.2.2.4.4.16.2|5.16-3.0.2.2.4.4.16|[ 5, 6, 8, 8 ]|[ 2D, 2E, 4A-1, 4A-1 ]|[ a, c^-2a, c^-1, c^-1 ]
5.16-3.0.2.2.4.4.17.1|5.16-3.0.2.2.4.4.17|[ 5, 6, 7, 7 ]|[ 2D, 2E, 4B1, 4B1 ]|[ a, ba, c, c^-1b ]
5.16-3.0.2.2.4.4.17.2|5.16-3.0.2.2.4.4.17|[ 5, 6, 7, 7 ]|[ 2D, 2E, 4B1, 4B1 ]|[ a, c^-2a, c, c ]
5.16-3.0.2.2.4.4.18.1|5.16-3.0.2.2.4.4.18|[ 5, 6, 10, 10 ]|[ 2D, 2E, 4B-1, 4B-1 ]|[ a, ba, c^-1a, c^-1a ]
5.16-3.0.2.2.4.4.18.2|5.16-3.0.2.2.4.4.18|[ 5, 6, 10, 10 ]|[ 2D, 2E, 4B-1, 4B-1 ]|[ a, c^-2a, c^-1a, cba ]
5.16-3.0.2.2.4.4.19.1|5.16-3.0.2.2.4.4.19|[ 6, 6, 9, 10 ]|[ 2E, 2E, 4A1, 4B-1 ]|[ c^-2a, ba, c^-1ba, cba ]
5.16-3.0.2.2.4.4.19.2|5.16-3.0.2.2.4.4.19|[ 6, 6, 9, 10 ]|[ 2E, 2E, 4A1, 4B-1 ]|[ c^-2a, c^-2a, c^-1ba, c^-1a ]
5.16-3.0.2.2.4.4.20.1|5.16-3.0.2.2.4.4.20|[ 6, 6, 7, 8 ]|[ 2E, 2E, 4B1, 4A-1 ]|[ c^-2a, ba, c, cb ]
5.16-3.0.2.2.4.4.20.2|5.16-3.0.2.2.4.4.20|[ 6, 6, 7, 8 ]|[ 2E, 2E, 4B1, 4A-1 ]|[ c^-2a, c^-2a, c, c^-1 ]
5.16-8.0.2.2.4.4.1.1|5.16-8.0.2.2.4.4.1|[ 3, 3, 5, 5 ]|[ 2B, 2B, 4B, 4B ]|[ a, a, b^-1a, b^3a ]
5.16-8.0.2.2.4.4.1.2|5.16-8.0.2.2.4.4.1|[ 3, 3, 5, 5 ]|[ 2B, 2B, 4B, 4B ]|[ a, a, b^3a, b^-1a ]
5.16-8.0.2.2.4.4.1.3|5.16-8.0.2.2.4.4.1|[ 3, 3, 5, 5 ]|[ 2B, 2B, 4B, 4B ]|[ a, b^-4a, b^-1a, b^-1a ]
5.16-8.0.2.2.4.4.1.4|5.16-8.0.2.2.4.4.1|[ 3, 3, 5, 5 ]|[ 2B, 2B, 4B, 4B ]|[ a, b^-4a, b^3a, b^3a ]
5.16-8.0.2.2.4.4.1.5|5.16-8.0.2.2.4.4.1|[ 3, 3, 5, 5 ]|[ 2B, 2B, 4B, 4B ]|[ a, b^2a, ba, b^3a ]
5.16-8.0.2.2.4.4.1.6|5.16-8.0.2.2.4.4.1|[ 3, 3, 5, 5 ]|[ 2B, 2B, 4B, 4B ]|[ a, b^2a, b^-3a, b^-1a ]
5.16-8.0.2.2.4.4.1.7|5.16-8.0.2.2.4.4.1|[ 3, 3, 5, 5 ]|[ 2B, 2B, 4B, 4B ]|[ a, b^2a, b^-1a, ba ]
5.16-8.0.2.2.4.4.1.8|5.16-8.0.2.2.4.4.1|[ 3, 3, 5, 5 ]|[ 2B, 2B, 4B, 4B ]|[ a, b^2a, b^3a, b^-3a ]
5.16-10.0.2.2.4.4.1.1|5.16-10.0.2.2.4.4.1|[ 4, 8, 10, 13 ]|[ 2D, 2B, 4A1, 4C-1 ]|[ c^-2b, c^-2ba, c^-1, ca ]
5.16-10.0.2.2.4.4.2.1|5.16-10.0.2.2.4.4.2|[ 4, 8, 11, 16 ]|[ 2D, 2B, 4B1, 4D-1 ]|[ c^-2b, c^-2ba, cb, c^-1ba ]
5.16-10.0.2.2.4.4.3.1|5.16-10.0.2.2.4.4.3|[ 4, 8, 9, 14 ]|[ 2D, 2B, 4C1, 4A-1 ]|[ c^-2b, c^-2ba, c, c^-1a ]
5.16-10.0.2.2.4.4.4.1|5.16-10.0.2.2.4.4.4|[ 4, 8, 12, 15 ]|[ 2D, 2B, 4D1, 4B-1 ]|[ c^-2b, c^-2ba, c^-1b, cba ]
5.16-10.0.2.2.4.4.5.1|5.16-10.0.2.2.4.4.5|[ 4, 7, 10, 14 ]|[ 2D, 2C, 4A1, 4A-1 ]|[ c^-2b, ba, c^-1, c^-1a ]
5.16-10.0.2.2.4.4.6.1|5.16-10.0.2.2.4.4.6|[ 4, 7, 11, 15 ]|[ 2D, 2C, 4B1, 4B-1 ]|[ c^-2b, ba, cb, cba ]
5.16-10.0.2.2.4.4.7.1|5.16-10.0.2.2.4.4.7|[ 4, 7, 9, 13 ]|[ 2D, 2C, 4C1, 4C-1 ]|[ c^-2b, ba, c, ca ]
5.16-10.0.2.2.4.4.8.1|5.16-10.0.2.2.4.4.8|[ 4, 7, 12, 16 ]|[ 2D, 2C, 4D1, 4D-1 ]|[ c^-2b, ba, c^-1b, c^-1ba ]
5.16-10.0.2.2.4.4.9.1|5.16-10.0.2.2.4.4.9|[ 4, 5, 10, 16 ]|[ 2D, 2E, 4A1, 4D-1 ]|[ c^-2b, a, c^-1, c^-1ba ]
5.16-10.0.2.2.4.4.10.1|5.16-10.0.2.2.4.4.10|[ 4, 5, 11, 13 ]|[ 2D, 2E, 4B1, 4C-1 ]|[ c^-2b, a, cb, ca ]
5.16-10.0.2.2.4.4.11.1|5.16-10.0.2.2.4.4.11|[ 4, 5, 9, 15 ]|[ 2D, 2E, 4C1, 4B-1 ]|[ c^-2b, a, c, cba ]
5.16-10.0.2.2.4.4.12.1|5.16-10.0.2.2.4.4.12|[ 4, 5, 12, 14 ]|[ 2D, 2E, 4D1, 4A-1 ]|[ c^-2b, a, c^-1b, c^-1a ]
5.16-10.0.2.2.4.4.13.1|5.16-10.0.2.2.4.4.13|[ 4, 6, 10, 15 ]|[ 2D, 2G, 4A1, 4B-1 ]|[ c^-2b, c^-2a, c^-1, cba ]
5.16-10.0.2.2.4.4.14.1|5.16-10.0.2.2.4.4.14|[ 4, 6, 11, 14 ]|[ 2D, 2G, 4B1, 4A-1 ]|[ c^-2b, c^-2a, cb, c^-1a ]
5.16-10.0.2.2.4.4.15.1|5.16-10.0.2.2.4.4.15|[ 4, 6, 9, 16 ]|[ 2D, 2G, 4C1, 4D-1 ]|[ c^-2b, c^-2a, c, c^-1ba ]
5.16-10.0.2.2.4.4.16.1|5.16-10.0.2.2.4.4.16|[ 4, 6, 12, 13 ]|[ 2D, 2G, 4D1, 4C-1 ]|[ c^-2b, c^-2a, c^-1b, ca ]
5.16-10.0.2.2.4.4.17.1|5.16-10.0.2.2.4.4.17|[ 5, 8, 10, 12 ]|[ 2E, 2B, 4A1, 4D1 ]|[ a, c^-2ba, c^-1, c^-1b ]
5.16-10.0.2.2.4.4.18.1|5.16-10.0.2.2.4.4.18|[ 5, 8, 14, 16 ]|[ 2E, 2B, 4A-1, 4D-1 ]|[ a, c^-2ba, c^-1a, c^-1ba ]
5.16-10.0.2.2.4.4.19.1|5.16-10.0.2.2.4.4.19|[ 5, 8, 9, 11 ]|[ 2E, 2B, 4C1, 4B1 ]|[ a, c^-2ba, c, cb ]
5.16-10.0.2.2.4.4.20.1|5.16-10.0.2.2.4.4.20|[ 5, 8, 13, 15 ]|[ 2E, 2B, 4C-1, 4B-1 ]|[ a, c^-2ba, ca, cba ]
5.16-10.0.2.2.4.4.21.1|5.16-10.0.2.2.4.4.21|[ 5, 7, 10, 11 ]|[ 2E, 2C, 4A1, 4B1 ]|[ a, ba, c^-1, cb ]
5.16-10.0.2.2.4.4.22.1|5.16-10.0.2.2.4.4.22|[ 5, 7, 14, 15 ]|[ 2E, 2C, 4A-1, 4B-1 ]|[ a, ba, c^-1a, cba ]
5.16-10.0.2.2.4.4.23.1|5.16-10.0.2.2.4.4.23|[ 5, 7, 9, 12 ]|[ 2E, 2C, 4C1, 4D1 ]|[ a, ba, c, c^-1b ]
5.16-10.0.2.2.4.4.24.1|5.16-10.0.2.2.4.4.24|[ 5, 7, 13, 16 ]|[ 2E, 2C, 4C-1, 4D-1 ]|[ a, ba, ca, c^-1ba ]
5.16-10.0.2.2.4.4.25.1|5.16-10.0.2.2.4.4.25|[ 3, 8, 10, 14 ]|[ 2F, 2B, 4A1, 4A-1 ]|[ b, c^-2ba, c^-1, c^-1a ]
5.16-10.0.2.2.4.4.26.1|5.16-10.0.2.2.4.4.26|[ 3, 8, 11, 15 ]|[ 2F, 2B, 4B1, 4B-1 ]|[ b, c^-2ba, cb, cba ]
5.16-10.0.2.2.4.4.27.1|5.16-10.0.2.2.4.4.27|[ 3, 8, 9, 13 ]|[ 2F, 2B, 4C1, 4C-1 ]|[ b, c^-2ba, c, ca ]
5.16-10.0.2.2.4.4.28.1|5.16-10.0.2.2.4.4.28|[ 3, 8, 12, 16 ]|[ 2F, 2B, 4D1, 4D-1 ]|[ b, c^-2ba, c^-1b, c^-1ba ]
5.16-10.0.2.2.4.4.29.1|5.16-10.0.2.2.4.4.29|[ 3, 7, 10, 13 ]|[ 2F, 2C, 4A1, 4C-1 ]|[ b, ba, c^-1, ca ]
5.16-10.0.2.2.4.4.30.1|5.16-10.0.2.2.4.4.30|[ 3, 7, 11, 16 ]|[ 2F, 2C, 4B1, 4D-1 ]|[ b, ba, cb, c^-1ba ]
5.16-10.0.2.2.4.4.31.1|5.16-10.0.2.2.4.4.31|[ 3, 7, 9, 14 ]|[ 2F, 2C, 4C1, 4A-1 ]|[ b, ba, c, c^-1a ]
5.16-10.0.2.2.4.4.32.1|5.16-10.0.2.2.4.4.32|[ 3, 7, 12, 15 ]|[ 2F, 2C, 4D1, 4B-1 ]|[ b, ba, c^-1b, cba ]
5.16-10.0.2.2.4.4.33.1|5.16-10.0.2.2.4.4.33|[ 3, 5, 10, 15 ]|[ 2F, 2E, 4A1, 4B-1 ]|[ b, a, c^-1, cba ]
5.16-10.0.2.2.4.4.34.1|5.16-10.0.2.2.4.4.34|[ 3, 5, 11, 14 ]|[ 2F, 2E, 4B1, 4A-1 ]|[ b, a, cb, c^-1a ]
5.16-10.0.2.2.4.4.35.1|5.16-10.0.2.2.4.4.35|[ 3, 5, 9, 16 ]|[ 2F, 2E, 4C1, 4D-1 ]|[ b, a, c, c^-1ba ]
5.16-10.0.2.2.4.4.36.1|5.16-10.0.2.2.4.4.36|[ 3, 5, 12, 13 ]|[ 2F, 2E, 4D1, 4C-1 ]|[ b, a, c^-1b, ca ]
5.16-10.0.2.2.4.4.37.1|5.16-10.0.2.2.4.4.37|[ 3, 6, 10, 16 ]|[ 2F, 2G, 4A1, 4D-1 ]|[ b, c^-2a, c^-1, c^-1ba ]
5.16-10.0.2.2.4.4.38.1|5.16-10.0.2.2.4.4.38|[ 3, 6, 11, 13 ]|[ 2F, 2G, 4B1, 4C-1 ]|[ b, c^-2a, cb, ca ]
5.16-10.0.2.2.4.4.39.1|5.16-10.0.2.2.4.4.39|[ 3, 6, 9, 15 ]|[ 2F, 2G, 4C1, 4B-1 ]|[ b, c^-2a, c, cba ]
5.16-10.0.2.2.4.4.40.1|5.16-10.0.2.2.4.4.40|[ 3, 6, 12, 14 ]|[ 2F, 2G, 4D1, 4A-1 ]|[ b, c^-2a, c^-1b, c^-1a ]
5.16-10.0.2.2.4.4.41.1|5.16-10.0.2.2.4.4.41|[ 6, 8, 10, 11 ]|[ 2G, 2B, 4A1, 4B1 ]|[ c^-2a, c^-2ba, c^-1, cb ]
5.16-10.0.2.2.4.4.42.1|5.16-10.0.2.2.4.4.42|[ 6, 8, 14, 15 ]|[ 2G, 2B, 4A-1, 4B-1 ]|[ c^-2a, c^-2ba, c^-1a, cba ]
